video,frame_idx,size_bytes
SampleVideo_320x240_30mb.3gp.txt,457,21202
SampleVideo_320x240_30mb.3gp.txt,469,15182
SampleVideo_320x240_30mb.3gp.txt,481,14336
SampleVideo_320x240_30mb.3gp.txt,493,9870
SampleVideo_320x240_30mb.3gp.txt,505,9125
SampleVideo_320x240_30mb.3gp.txt,517,9750
SampleVideo_320x240_30mb.3gp.txt,529,13118
SampleVideo_320x240_30mb.3gp.txt,541,9690
SampleVideo_320x240_30mb.3gp.txt,553,7224
SampleVideo_320x240_30mb.3gp.txt,565,12078
SampleVideo_320x240_30mb.3gp.txt,577,12277
SampleVideo_320x240_30mb.3gp.txt,589,12318
SampleVideo_320x240_30mb.3gp.txt,601,12327
SampleVideo_320x240_30mb.3gp.txt,613,16706
SampleVideo_320x240_30mb.3gp.txt,625,16747
SampleVideo_320x240_30mb.3gp.txt,637,16727
SampleVideo_320x240_30mb.3gp.txt,649,17302
SampleVideo_320x240_30mb.3gp.txt,661,17320
SampleVideo_320x240_30mb.3gp.txt,673,12669
SampleVideo_320x240_30mb.3gp.txt,685,9657
SampleVideo_320x240_30mb.3gp.txt,697,8378
SampleVideo_320x240_30mb.3gp.txt,709,8346
SampleVideo_320x240_30mb.3gp.txt,721,7807
SampleVideo_320x240_30mb.3gp.txt,733,8955
SampleVideo_320x240_30mb.3gp.txt,745,8675
SampleVideo_320x240_30mb.3gp.txt,757,7135
SampleVideo_320x240_30mb.3gp.txt,769,6873
SampleVideo_320x240_30mb.3gp.txt,781,6747
SampleVideo_320x240_30mb.3gp.txt,793,6514
SampleVideo_320x240_30mb.3gp.txt,805,8120
SampleVideo_320x240_30mb.3gp.txt,817,6776
SampleVideo_320x240_30mb.3gp.txt,829,7416
SampleVideo_320x240_30mb.3gp.txt,841,7485
SampleVideo_320x240_30mb.3gp.txt,853,6656
SampleVideo_320x240_30mb.3gp.txt,865,9438
SampleVideo_320x240_30mb.3gp.txt,877,9946
SampleVideo_320x240_30mb.3gp.txt,889,8399
SampleVideo_320x240_30mb.3gp.txt,901,10460
SampleVideo_320x240_30mb.3gp.txt,913,10463
SampleVideo_320x240_30mb.3gp.txt,925,13739
SampleVideo_320x240_30mb.3gp.txt,937,13814
SampleVideo_320x240_30mb.3gp.txt,949,14409
SampleVideo_320x240_30mb.3gp.txt,961,14418
SampleVideo_320x240_30mb.3gp.txt,973,14207
SampleVideo_320x240_30mb.3gp.txt,985,14183
SampleVideo_320x240_30mb.3gp.txt,997,14057
SampleVideo_320x240_30mb.3gp.txt,1009,13950
SampleVideo_320x240_30mb.3gp.txt,1021,14197
SampleVideo_320x240_30mb.3gp.txt,1033,14224
SampleVideo_320x240_30mb.3gp.txt,1045,14225
SampleVideo_320x240_30mb.3gp.txt,1057,14118
SampleVideo_320x240_30mb.3gp.txt,1069,14085
SampleVideo_320x240_30mb.3gp.txt,1081,18951
SampleVideo_320x240_30mb.3gp.txt,1093,18986
SampleVideo_320x240_30mb.3gp.txt,1105,18994
SampleVideo_320x240_30mb.3gp.txt,1117,13437
SampleVideo_320x240_30mb.3gp.txt,1129,13466
SampleVideo_320x240_30mb.3gp.txt,1141,13503
SampleVideo_320x240_30mb.3gp.txt,1153,13390
SampleVideo_320x240_30mb.3gp.txt,1165,13427
SampleVideo_320x240_30mb.3gp.txt,1177,13450
SampleVideo_320x240_30mb.3gp.txt,1189,13517
SampleVideo_320x240_30mb.3gp.txt,1201,13421
SampleVideo_320x240_30mb.3gp.txt,1213,13693
SampleVideo_320x240_30mb.3gp.txt,1225,13480
SampleVideo_320x240_30mb.3gp.txt,1237,13529
SampleVideo_320x240_30mb.3gp.txt,1249,13971
SampleVideo_320x240_30mb.3gp.txt,1261,13433
SampleVideo_320x240_30mb.3gp.txt,1273,13233
SampleVideo_320x240_30mb.3gp.txt,1285,13246
SampleVideo_320x240_30mb.3gp.txt,1297,13342
SampleVideo_320x240_30mb.3gp.txt,1309,13336
SampleVideo_320x240_30mb.3gp.txt,1321,11832
SampleVideo_320x240_30mb.3gp.txt,1333,17636
SampleVideo_320x240_30mb.3gp.txt,1345,17709
SampleVideo_320x240_30mb.3gp.txt,1357,17680
SampleVideo_320x240_30mb.3gp.txt,1369,17928
SampleVideo_320x240_30mb.3gp.txt,1381,23328
SampleVideo_320x240_30mb.3gp.txt,1393,23360
SampleVideo_320x240_30mb.3gp.txt,1405,23452
SampleVideo_320x240_30mb.3gp.txt,1417,23424
SampleVideo_320x240_30mb.3gp.txt,1429,6871
SampleVideo_320x240_30mb.3gp.txt,1441,9335
SampleVideo_320x240_30mb.3gp.txt,1453,7166
SampleVideo_320x240_30mb.3gp.txt,1465,7128
SampleVideo_320x240_30mb.3gp.txt,1477,10213
SampleVideo_320x240_30mb.3gp.txt,1489,7261
SampleVideo_320x240_30mb.3gp.txt,1501,7308
SampleVideo_320x240_30mb.3gp.txt,1513,9584
SampleVideo_320x240_30mb.3gp.txt,1525,7367
SampleVideo_320x240_30mb.3gp.txt,1537,10012
SampleVideo_320x240_30mb.3gp.txt,1549,10401
SampleVideo_320x240_30mb.3gp.txt,1561,7808
SampleVideo_320x240_30mb.3gp.txt,1573,7399
SampleVideo_320x240_30mb.3gp.txt,1585,7449
SampleVideo_320x240_30mb.3gp.txt,1597,7878
SampleVideo_320x240_30mb.3gp.txt,1609,6683
SampleVideo_320x240_30mb.3gp.txt,1621,7334
SampleVideo_320x240_30mb.3gp.txt,1633,6483
SampleVideo_320x240_30mb.3gp.txt,1645,12191
SampleVideo_320x240_30mb.3gp.txt,1657,12209
SampleVideo_320x240_30mb.3gp.txt,1669,18398
SampleVideo_320x240_30mb.3gp.txt,1681,18680
SampleVideo_320x240_30mb.3gp.txt,1693,18727
SampleVideo_320x240_30mb.3gp.txt,1705,18637
SampleVideo_320x240_30mb.3gp.txt,1717,13041
SampleVideo_320x240_30mb.3gp.txt,1729,12916
SampleVideo_320x240_30mb.3gp.txt,1741,12632
SampleVideo_320x240_30mb.3gp.txt,1753,12880
SampleVideo_320x240_30mb.3gp.txt,1765,12955
SampleVideo_320x240_30mb.3gp.txt,1777,12235
SampleVideo_320x240_30mb.3gp.txt,1789,9961
SampleVideo_320x240_30mb.3gp.txt,1801,9781
SampleVideo_320x240_30mb.3gp.txt,1813,8746
SampleVideo_320x240_30mb.3gp.txt,1825,9794
SampleVideo_320x240_30mb.3gp.txt,1837,9984
SampleVideo_320x240_30mb.3gp.txt,1849,7651
SampleVideo_320x240_30mb.3gp.txt,1861,8436
SampleVideo_320x240_30mb.3gp.txt,1873,8368
SampleVideo_320x240_30mb.3gp.txt,1885,10449
SampleVideo_320x240_30mb.3gp.txt,1897,8605
SampleVideo_320x240_30mb.3gp.txt,1909,10575
SampleVideo_320x240_30mb.3gp.txt,1921,14428
SampleVideo_320x240_30mb.3gp.txt,1933,14143
SampleVideo_320x240_30mb.3gp.txt,1945,14576
SampleVideo_320x240_30mb.3gp.txt,1957,14721
SampleVideo_320x240_30mb.3gp.txt,1969,9190
SampleVideo_320x240_30mb.3gp.txt,1981,14544
SampleVideo_320x240_30mb.3gp.txt,1993,14296
SampleVideo_320x240_30mb.3gp.txt,2005,13709
SampleVideo_320x240_30mb.3gp.txt,2017,11911
SampleVideo_320x240_30mb.3gp.txt,2029,11826
SampleVideo_320x240_30mb.3gp.txt,2041,13732
SampleVideo_320x240_30mb.3gp.txt,2053,19301
SampleVideo_320x240_30mb.3gp.txt,2065,13631
SampleVideo_320x240_30mb.3gp.txt,2077,19100
SampleVideo_320x240_30mb.3gp.txt,2089,13576
SampleVideo_320x240_30mb.3gp.txt,2101,11686
SampleVideo_320x240_30mb.3gp.txt,2113,14047
SampleVideo_320x240_30mb.3gp.txt,2125,11943
SampleVideo_320x240_30mb.3gp.txt,2137,19709
SampleVideo_320x240_30mb.3gp.txt,2149,20186
SampleVideo_320x240_30mb.3gp.txt,2161,14296
SampleVideo_320x240_30mb.3gp.txt,2173,14497
SampleVideo_320x240_30mb.3gp.txt,2185,14644
SampleVideo_320x240_30mb.3gp.txt,2197,12786
SampleVideo_320x240_30mb.3gp.txt,2209,14970
SampleVideo_320x240_30mb.3gp.txt,2221,12690
SampleVideo_320x240_30mb.3gp.txt,2233,15223
SampleVideo_320x240_30mb.3gp.txt,2245,15249
SampleVideo_320x240_30mb.3gp.txt,2257,21190
SampleVideo_320x240_30mb.3gp.txt,2269,12601
SampleVideo_320x240_30mb.3gp.txt,2281,14966
SampleVideo_320x240_30mb.3gp.txt,2293,12770
SampleVideo_320x240_30mb.3gp.txt,2305,12914
SampleVideo_320x240_30mb.3gp.txt,2317,12739
SampleVideo_320x240_30mb.3gp.txt,2329,12381
SampleVideo_320x240_30mb.3gp.txt,2341,12535
SampleVideo_320x240_30mb.3gp.txt,2353,20619
SampleVideo_320x240_30mb.3gp.txt,2365,14848
SampleVideo_320x240_30mb.3gp.txt,2377,14665
SampleVideo_320x240_30mb.3gp.txt,2389,9790
SampleVideo_320x240_30mb.3gp.txt,2401,9428
SampleVideo_320x240_30mb.3gp.txt,2413,7619
SampleVideo_320x240_30mb.3gp.txt,2425,8715
SampleVideo_320x240_30mb.3gp.txt,2437,19754
SampleVideo_320x240_30mb.3gp.txt,2449,13086
SampleVideo_320x240_30mb.3gp.txt,2461,11841
SampleVideo_320x240_30mb.3gp.txt,2473,19999
SampleVideo_320x240_30mb.3gp.txt,2485,20028
SampleVideo_320x240_30mb.3gp.txt,2497,16095
SampleVideo_320x240_30mb.3gp.txt,2509,16077
SampleVideo_320x240_30mb.3gp.txt,2521,16067
SampleVideo_320x240_30mb.3gp.txt,2533,16019
SampleVideo_320x240_30mb.3gp.txt,2545,16026
SampleVideo_320x240_30mb.3gp.txt,2557,11995
SampleVideo_320x240_30mb.3gp.txt,2569,19956
SampleVideo_320x240_30mb.3gp.txt,2581,20047
SampleVideo_320x240_30mb.3gp.txt,2593,10101
SampleVideo_320x240_30mb.3gp.txt,2605,12720
SampleVideo_320x240_30mb.3gp.txt,2617,12701
SampleVideo_320x240_30mb.3gp.txt,2629,10163
SampleVideo_320x240_30mb.3gp.txt,2641,12890
SampleVideo_320x240_30mb.3gp.txt,2653,12676
SampleVideo_320x240_30mb.3gp.txt,2665,12791
SampleVideo_320x240_30mb.3gp.txt,2677,14993
SampleVideo_320x240_30mb.3gp.txt,2689,15136
SampleVideo_320x240_30mb.3gp.txt,2701,12632
SampleVideo_320x240_30mb.3gp.txt,2713,12816
SampleVideo_320x240_30mb.3gp.txt,2725,15147
SampleVideo_320x240_30mb.3gp.txt,2737,17508
SampleVideo_320x240_30mb.3gp.txt,2749,12089
SampleVideo_320x240_30mb.3gp.txt,2761,18119
SampleVideo_320x240_30mb.3gp.txt,2773,18116
SampleVideo_320x240_30mb.3gp.txt,2785,18042
SampleVideo_320x240_30mb.3gp.txt,2797,17980
SampleVideo_320x240_30mb.3gp.txt,2809,12145
SampleVideo_320x240_30mb.3gp.txt,2821,12331
SampleVideo_320x240_30mb.3gp.txt,2833,12202
SampleVideo_320x240_30mb.3gp.txt,2845,18087
SampleVideo_320x240_30mb.3gp.txt,2857,12514
SampleVideo_320x240_30mb.3gp.txt,2869,12758
SampleVideo_320x240_30mb.3gp.txt,2881,14791
SampleVideo_320x240_30mb.3gp.txt,2893,5468
SampleVideo_320x240_30mb.3gp.txt,2905,8557
SampleVideo_320x240_30mb.3gp.txt,2917,12702
SampleVideo_320x240_30mb.3gp.txt,2929,12633
SampleVideo_320x240_30mb.3gp.txt,2941,14627
SampleVideo_320x240_30mb.3gp.txt,2953,12734
SampleVideo_320x240_30mb.3gp.txt,2965,12408
SampleVideo_320x240_30mb.3gp.txt,2977,14981
SampleVideo_320x240_30mb.3gp.txt,2989,6463
SampleVideo_320x240_30mb.3gp.txt,3001,8551
SampleVideo_320x240_30mb.3gp.txt,3013,6389
SampleVideo_320x240_30mb.3gp.txt,3025,8401
SampleVideo_320x240_30mb.3gp.txt,3037,13740
SampleVideo_320x240_30mb.3gp.txt,3049,14083
SampleVideo_320x240_30mb.3gp.txt,3061,9437
SampleVideo_320x240_30mb.3gp.txt,3073,6566
SampleVideo_320x240_30mb.3gp.txt,3085,6082
SampleVideo_320x240_30mb.3gp.txt,3097,7973
SampleVideo_320x240_30mb.3gp.txt,3109,8138
SampleVideo_320x240_30mb.3gp.txt,3121,8476
SampleVideo_320x240_30mb.3gp.txt,3133,8473
SampleVideo_320x240_30mb.3gp.txt,3145,6544
SampleVideo_320x240_30mb.3gp.txt,3157,8804
SampleVideo_320x240_30mb.3gp.txt,3169,6532
SampleVideo_320x240_30mb.3gp.txt,3181,8521
SampleVideo_320x240_30mb.3gp.txt,3193,8568
SampleVideo_320x240_30mb.3gp.txt,3205,8486
SampleVideo_320x240_30mb.3gp.txt,3217,8188
SampleVideo_320x240_30mb.3gp.txt,3229,5818
SampleVideo_320x240_30mb.3gp.txt,3241,12153
SampleVideo_320x240_30mb.3gp.txt,3253,12277
SampleVideo_320x240_30mb.3gp.txt,3265,12228
SampleVideo_320x240_30mb.3gp.txt,3277,13324
SampleVideo_320x240_30mb.3gp.txt,3289,9787
SampleVideo_320x240_30mb.3gp.txt,3301,13271
SampleVideo_320x240_30mb.3gp.txt,3313,9860
SampleVideo_320x240_30mb.3gp.txt,3325,9615
SampleVideo_320x240_30mb.3gp.txt,3337,9850
SampleVideo_320x240_30mb.3gp.txt,3349,12962
SampleVideo_320x240_30mb.3gp.txt,3361,12682
SampleVideo_320x240_30mb.3gp.txt,3373,9359
SampleVideo_320x240_30mb.3gp.txt,3385,9234
SampleVideo_320x240_30mb.3gp.txt,3397,12874
SampleVideo_320x240_30mb.3gp.txt,3409,9510
SampleVideo_320x240_30mb.3gp.txt,3421,9401
SampleVideo_320x240_30mb.3gp.txt,3433,9520
SampleVideo_320x240_30mb.3gp.txt,3445,8323
SampleVideo_320x240_30mb.3gp.txt,3457,14370
SampleVideo_320x240_30mb.3gp.txt,3469,14446
SampleVideo_320x240_30mb.3gp.txt,3481,5398
SampleVideo_320x240_30mb.3gp.txt,3493,6013
SampleVideo_320x240_30mb.3gp.txt,3505,7459
SampleVideo_320x240_30mb.3gp.txt,3517,9370
SampleVideo_320x240_30mb.3gp.txt,3529,6924
SampleVideo_320x240_30mb.3gp.txt,3541,7772
SampleVideo_320x240_30mb.3gp.txt,3553,9108
SampleVideo_320x240_30mb.3gp.txt,3565,9384
SampleVideo_320x240_30mb.3gp.txt,3577,14285
SampleVideo_320x240_30mb.3gp.txt,3589,14303
SampleVideo_320x240_30mb.3gp.txt,3601,14313
SampleVideo_320x240_30mb.3gp.txt,3613,14277
SampleVideo_320x240_30mb.3gp.txt,3625,14340
SampleVideo_320x240_30mb.3gp.txt,3637,6090
SampleVideo_320x240_30mb.3gp.txt,3649,6807
SampleVideo_320x240_30mb.3gp.txt,3661,9729
SampleVideo_320x240_30mb.3gp.txt,3673,10188
SampleVideo_320x240_30mb.3gp.txt,3685,11939
SampleVideo_320x240_30mb.3gp.txt,3697,8102
SampleVideo_320x240_30mb.3gp.txt,3709,6577
SampleVideo_320x240_30mb.3gp.txt,3721,7242
SampleVideo_320x240_30mb.3gp.txt,3733,5666
SampleVideo_320x240_30mb.3gp.txt,3745,8323
SampleVideo_320x240_30mb.3gp.txt,3757,10319
SampleVideo_320x240_30mb.3gp.txt,3769,10433
SampleVideo_320x240_30mb.3gp.txt,3781,10406
SampleVideo_320x240_30mb.3gp.txt,3793,6885
SampleVideo_320x240_30mb.3gp.txt,3805,10975
SampleVideo_320x240_30mb.3gp.txt,3817,11036
SampleVideo_320x240_30mb.3gp.txt,3829,12740
SampleVideo_320x240_30mb.3gp.txt,3841,14098
SampleVideo_320x240_30mb.3gp.txt,3853,14553
SampleVideo_320x240_30mb.3gp.txt,3865,10046
SampleVideo_320x240_30mb.3gp.txt,3877,12008
SampleVideo_320x240_30mb.3gp.txt,3889,16166
SampleVideo_320x240_30mb.3gp.txt,3901,16181
SampleVideo_320x240_30mb.3gp.txt,3913,16267
SampleVideo_320x240_30mb.3gp.txt,3925,16312
SampleVideo_320x240_30mb.3gp.txt,3937,9095
SampleVideo_320x240_30mb.3gp.txt,3949,12343
SampleVideo_320x240_30mb.3gp.txt,3961,12146
SampleVideo_320x240_30mb.3gp.txt,3973,12247
SampleVideo_320x240_30mb.3gp.txt,3985,8319
SampleVideo_320x240_30mb.3gp.txt,3997,10423
SampleVideo_320x240_30mb.3gp.txt,4009,10224
SampleVideo_320x240_30mb.3gp.txt,4021,11804
SampleVideo_320x240_30mb.3gp.txt,4033,7522
SampleVideo_320x240_30mb.3gp.txt,4045,8536
SampleVideo_320x240_30mb.3gp.txt,4057,8294
SampleVideo_320x240_30mb.3gp.txt,4069,6985
SampleVideo_320x240_30mb.3gp.txt,4081,6811
SampleVideo_320x240_30mb.3gp.txt,4093,6287
SampleVideo_320x240_30mb.3gp.txt,4105,7135
SampleVideo_320x240_30mb.3gp.txt,4117,6457
SampleVideo_320x240_30mb.3gp.txt,4129,6640
SampleVideo_320x240_30mb.3gp.txt,4141,5723
SampleVideo_320x240_30mb.3gp.txt,4153,6585
SampleVideo_320x240_30mb.3gp.txt,4165,7643
SampleVideo_320x240_30mb.3gp.txt,4177,9198
SampleVideo_320x240_30mb.3gp.txt,4189,10491
SampleVideo_320x240_30mb.3gp.txt,4201,10504
SampleVideo_320x240_30mb.3gp.txt,4213,10253
SampleVideo_320x240_30mb.3gp.txt,4225,10481
SampleVideo_320x240_30mb.3gp.txt,4237,10632
SampleVideo_320x240_30mb.3gp.txt,4249,11684
SampleVideo_320x240_30mb.3gp.txt,4261,11847
SampleVideo_320x240_30mb.3gp.txt,4273,8346
SampleVideo_320x240_30mb.3gp.txt,4285,10335
SampleVideo_320x240_30mb.3gp.txt,4297,12452
SampleVideo_320x240_30mb.3gp.txt,4309,12191
SampleVideo_320x240_30mb.3gp.txt,4321,10686
SampleVideo_320x240_30mb.3gp.txt,4333,17068
SampleVideo_320x240_30mb.3gp.txt,4345,10270
SampleVideo_320x240_30mb.3gp.txt,4357,14810
SampleVideo_320x240_30mb.3gp.txt,4369,14914
SampleVideo_320x240_30mb.3gp.txt,4381,14924
SampleVideo_320x240_30mb.3gp.txt,4393,14892
SampleVideo_320x240_30mb.3gp.txt,4405,14891
SampleVideo_320x240_30mb.3gp.txt,4417,14891
SampleVideo_320x240_30mb.3gp.txt,4429,22398
SampleVideo_320x240_30mb.3gp.txt,4441,22503
SampleVideo_320x240_30mb.3gp.txt,4453,22604
SampleVideo_320x240_30mb.3gp.txt,4465,15714
SampleVideo_320x240_30mb.3gp.txt,4477,23158
SampleVideo_320x240_30mb.3gp.txt,4489,5915
SampleVideo_320x240_30mb.3gp.txt,4501,9392
SampleVideo_320x240_30mb.3gp.txt,4513,7126
SampleVideo_320x240_30mb.3gp.txt,4525,10653
SampleVideo_320x240_30mb.3gp.txt,4537,14429
SampleVideo_320x240_30mb.3gp.txt,4549,15109
SampleVideo_320x240_30mb.3gp.txt,4561,7219
SampleVideo_320x240_30mb.3gp.txt,4573,15576
SampleVideo_320x240_30mb.3gp.txt,4585,18140
SampleVideo_320x240_30mb.3gp.txt,4597,18118
SampleVideo_320x240_30mb.3gp.txt,4609,18137
SampleVideo_320x240_30mb.3gp.txt,4621,18283
SampleVideo_320x240_30mb.3gp.txt,4633,18352
SampleVideo_320x240_30mb.3gp.txt,4645,9996
SampleVideo_320x240_30mb.3gp.txt,4657,8546
SampleVideo_320x240_30mb.3gp.txt,4669,13500
SampleVideo_320x240_30mb.3gp.txt,4681,8407
SampleVideo_320x240_30mb.3gp.txt,4693,13420
SampleVideo_320x240_30mb.3gp.txt,4705,13416
SampleVideo_320x240_30mb.3gp.txt,4717,13388
SampleVideo_320x240_30mb.3gp.txt,4729,13615
SampleVideo_320x240_30mb.3gp.txt,4741,13717
SampleVideo_320x240_30mb.3gp.txt,4753,9991
SampleVideo_320x240_30mb.3gp.txt,4765,13602
SampleVideo_320x240_30mb.3gp.txt,4777,13633
SampleVideo_320x240_30mb.3gp.txt,4789,13674
SampleVideo_320x240_30mb.3gp.txt,4801,13717
SampleVideo_320x240_30mb.3gp.txt,4813,13646
SampleVideo_320x240_30mb.3gp.txt,4825,13477
SampleVideo_320x240_30mb.3gp.txt,4837,13576
SampleVideo_320x240_30mb.3gp.txt,4849,13980
SampleVideo_320x240_30mb.3gp.txt,4861,6322
SampleVideo_320x240_30mb.3gp.txt,4873,14946
SampleVideo_320x240_30mb.3gp.txt,4885,17168
SampleVideo_320x240_30mb.3gp.txt,4897,12107
SampleVideo_320x240_30mb.3gp.txt,4909,12186
SampleVideo_320x240_30mb.3gp.txt,4921,11845
SampleVideo_320x240_30mb.3gp.txt,4933,9595
SampleVideo_320x240_30mb.3gp.txt,4945,8855
SampleVideo_320x240_30mb.3gp.txt,4957,8571
SampleVideo_320x240_30mb.3gp.txt,4969,12745
SampleVideo_320x240_30mb.3gp.txt,4981,10284
SampleVideo_320x240_30mb.3gp.txt,4993,10378
SampleVideo_320x240_30mb.3gp.txt,5005,12690
SampleVideo_320x240_30mb.3gp.txt,5017,8618
SampleVideo_320x240_30mb.3gp.txt,5029,7930
SampleVideo_320x240_30mb.3gp.txt,5041,9998
SampleVideo_320x240_30mb.3gp.txt,5053,12582
SampleVideo_320x240_30mb.3gp.txt,5065,8718
SampleVideo_320x240_30mb.3gp.txt,5077,10373
SampleVideo_320x240_30mb.3gp.txt,5089,15240
SampleVideo_320x240_30mb.3gp.txt,5101,9567
SampleVideo_320x240_30mb.3gp.txt,5113,4412
SampleVideo_320x240_30mb.3gp.txt,5125,8580
SampleVideo_320x240_30mb.3gp.txt,5137,5437
SampleVideo_320x240_30mb.3gp.txt,5149,7067
SampleVideo_320x240_30mb.3gp.txt,5161,6966
SampleVideo_320x240_30mb.3gp.txt,5173,15274
SampleVideo_320x240_30mb.3gp.txt,5185,13772
SampleVideo_320x240_30mb.3gp.txt,5197,15532
SampleVideo_320x240_30mb.3gp.txt,5209,13771
SampleVideo_320x240_30mb.3gp.txt,5221,7633
SampleVideo_320x240_30mb.3gp.txt,5233,10034
SampleVideo_320x240_30mb.3gp.txt,5245,10256
SampleVideo_320x240_30mb.3gp.txt,5257,11458
SampleVideo_320x240_30mb.3gp.txt,5269,11737
SampleVideo_320x240_30mb.3gp.txt,5281,11571
SampleVideo_320x240_30mb.3gp.txt,5293,6308
SampleVideo_320x240_30mb.3gp.txt,5305,7796
SampleVideo_320x240_30mb.3gp.txt,5317,15164
SampleVideo_320x240_30mb.3gp.txt,5329,13590
SampleVideo_320x240_30mb.3gp.txt,5341,15566
SampleVideo_320x240_30mb.3gp.txt,5353,21539
SampleVideo_320x240_30mb.3gp.txt,5365,7319
SampleVideo_320x240_30mb.3gp.txt,5377,7504
SampleVideo_320x240_30mb.3gp.txt,5389,9683
SampleVideo_320x240_30mb.3gp.txt,5401,12192
SampleVideo_320x240_30mb.3gp.txt,5413,7632
SampleVideo_320x240_30mb.3gp.txt,5425,11876
SampleVideo_320x240_30mb.3gp.txt,5437,16246
SampleVideo_320x240_30mb.3gp.txt,5449,10547
SampleVideo_320x240_30mb.3gp.txt,5461,14825
SampleVideo_320x240_30mb.3gp.txt,5473,15166
SampleVideo_320x240_30mb.3gp.txt,5485,8819
SampleVideo_320x240_30mb.3gp.txt,5497,8650
SampleVideo_320x240_30mb.3gp.txt,5509,14717
SampleVideo_320x240_30mb.3gp.txt,5521,14852
SampleVideo_320x240_30mb.3gp.txt,5533,14930
SampleVideo_320x240_30mb.3gp.txt,5545,15174
SampleVideo_320x240_30mb.3gp.txt,5557,11108
SampleVideo_320x240_30mb.3gp.txt,5569,11399
SampleVideo_320x240_30mb.3gp.txt,5581,15967
SampleVideo_320x240_30mb.3gp.txt,5593,10146
SampleVideo_320x240_30mb.3gp.txt,5605,9120
SampleVideo_320x240_30mb.3gp.txt,5617,9130
SampleVideo_320x240_30mb.3gp.txt,5629,8986
SampleVideo_320x240_30mb.3gp.txt,5641,9005
SampleVideo_320x240_30mb.3gp.txt,5653,8891
SampleVideo_320x240_30mb.3gp.txt,5665,8776
SampleVideo_320x240_30mb.3gp.txt,5677,15500
SampleVideo_320x240_30mb.3gp.txt,5689,15675
SampleVideo_320x240_30mb.3gp.txt,5701,10380
SampleVideo_320x240_30mb.3gp.txt,5713,15401
SampleVideo_320x240_30mb.3gp.txt,5725,10108
SampleVideo_320x240_30mb.3gp.txt,5737,5949
SampleVideo_320x240_30mb.3gp.txt,5749,10865
SampleVideo_320x240_30mb.3gp.txt,5761,7367
SampleVideo_320x240_30mb.3gp.txt,5773,10802
SampleVideo_320x240_30mb.3gp.txt,5785,13066
SampleVideo_320x240_30mb.3gp.txt,5797,9534
SampleVideo_320x240_30mb.3gp.txt,5809,12981
SampleVideo_320x240_30mb.3gp.txt,5821,10201
SampleVideo_320x240_30mb.3gp.txt,5833,10389
SampleVideo_320x240_30mb.3gp.txt,5845,6459
SampleVideo_320x240_30mb.3gp.txt,5857,17514
SampleVideo_320x240_30mb.3gp.txt,5869,8052
SampleVideo_320x240_30mb.3gp.txt,5881,6010
SampleVideo_320x240_30mb.3gp.txt,5893,4587
SampleVideo_320x240_30mb.3gp.txt,5905,6265
SampleVideo_320x240_30mb.3gp.txt,5917,5460
SampleVideo_320x240_30mb.3gp.txt,5929,6358
SampleVideo_320x240_30mb.3gp.txt,5941,8037
SampleVideo_320x240_30mb.3gp.txt,5953,15799
SampleVideo_320x240_30mb.3gp.txt,5965,16521
SampleVideo_320x240_30mb.3gp.txt,5977,16585
SampleVideo_320x240_30mb.3gp.txt,5989,16614
SampleVideo_320x240_30mb.3gp.txt,6001,16174
SampleVideo_320x240_30mb.3gp.txt,6013,15985
SampleVideo_320x240_30mb.3gp.txt,6025,16104
SampleVideo_320x240_30mb.3gp.txt,6037,16525
SampleVideo_320x240_30mb.3gp.txt,6049,16604
SampleVideo_320x240_30mb.3gp.txt,6061,16747
SampleVideo_320x240_30mb.3gp.txt,6073,16722
SampleVideo_320x240_30mb.3gp.txt,6085,16530
SampleVideo_320x240_30mb.3gp.txt,6097,16501
SampleVideo_320x240_30mb.3gp.txt,6109,16685
SampleVideo_320x240_30mb.3gp.txt,6121,17194
SampleVideo_320x240_30mb.3gp.txt,6133,9729
SampleVideo_320x240_30mb.3gp.txt,6145,9768
SampleVideo_320x240_30mb.3gp.txt,6157,9968
SampleVideo_320x240_30mb.3gp.txt,6169,6268
SampleVideo_320x240_30mb.3gp.txt,6181,6769
SampleVideo_320x240_30mb.3gp.txt,6193,10379
SampleVideo_320x240_30mb.3gp.txt,6205,7453
SampleVideo_320x240_30mb.3gp.txt,6217,10201
SampleVideo_320x240_30mb.3gp.txt,6229,11751
SampleVideo_320x240_30mb.3gp.txt,6241,16615
SampleVideo_320x240_30mb.3gp.txt,6253,16649
SampleVideo_320x240_30mb.3gp.txt,6265,9689
SampleVideo_320x240_30mb.3gp.txt,6277,11396
SampleVideo_320x240_30mb.3gp.txt,6289,9906
SampleVideo_320x240_30mb.3gp.txt,6301,2363
SampleVideo_320x240_30mb.3gp.txt,6313,859
SampleVideo_320x240_30mb.3gp.txt,6325,858
SampleVideo_320x240_30mb.3gp.txt,6333,847
SampleVideo_320x240_30mb.3gp.txt,6334,951
SampleVideo_320x240_30mb.3gp.txt,6335,1301
SampleVideo_320x240_30mb.3gp.txt,6347,6993
SampleVideo_320x240_30mb.3gp.txt,6359,16334
SampleVideo_320x240_30mb.3gp.txt,6371,19401
SampleVideo_320x240_30mb.3gp.txt,6383,19758
SampleVideo_320x240_30mb.3gp.txt,6395,20353
SampleVideo_320x240_30mb.3gp.txt,6407,20820
SampleVideo_320x240_30mb.3gp.txt,6419,17362
SampleVideo_320x240_30mb.3gp.txt,6431,17332
