video,frame_idx,size_bytes
sample_1280x720_surfing_with_audio.flv.txt,835,29203
sample_1280x720_surfing_with_audio.flv.txt,847,29380
sample_1280x720_surfing_with_audio.flv.txt,859,29386
sample_1280x720_surfing_with_audio.flv.txt,871,29547
sample_1280x720_surfing_with_audio.flv.txt,883,29582
sample_1280x720_surfing_with_audio.flv.txt,895,29577
sample_1280x720_surfing_with_audio.flv.txt,907,29647
sample_1280x720_surfing_with_audio.flv.txt,912,32563
sample_1280x720_surfing_with_audio.flv.txt,924,28693
sample_1280x720_surfing_with_audio.flv.txt,936,25820
sample_1280x720_surfing_with_audio.flv.txt,948,24718
sample_1280x720_surfing_with_audio.flv.txt,960,24592
sample_1280x720_surfing_with_audio.flv.txt,972,24960
sample_1280x720_surfing_with_audio.flv.txt,984,24604
sample_1280x720_surfing_with_audio.flv.txt,993,25389
sample_1280x720_surfing_with_audio.flv.txt,1005,25991
sample_1280x720_surfing_with_audio.flv.txt,1017,26594
sample_1280x720_surfing_with_audio.flv.txt,1029,27714
sample_1280x720_surfing_with_audio.flv.txt,1041,28698
sample_1280x720_surfing_with_audio.flv.txt,1053,28365
sample_1280x720_surfing_with_audio.flv.txt,1065,27901
sample_1280x720_surfing_with_audio.flv.txt,1077,26768
sample_1280x720_surfing_with_audio.flv.txt,1089,26092
sample_1280x720_surfing_with_audio.flv.txt,1101,25382
sample_1280x720_surfing_with_audio.flv.txt,1113,25390
sample_1280x720_surfing_with_audio.flv.txt,1125,25369
sample_1280x720_surfing_with_audio.flv.txt,1129,25769
sample_1280x720_surfing_with_audio.flv.txt,1141,25305
sample_1280x720_surfing_with_audio.flv.txt,1153,24900
sample_1280x720_surfing_with_audio.flv.txt,1165,24729
sample_1280x720_surfing_with_audio.flv.txt,1177,24816
sample_1280x720_surfing_with_audio.flv.txt,1179,27532
sample_1280x720_surfing_with_audio.flv.txt,1191,27575
sample_1280x720_surfing_with_audio.flv.txt,1203,27688
sample_1280x720_surfing_with_audio.flv.txt,1214,28428
sample_1280x720_surfing_with_audio.flv.txt,1226,26564
sample_1280x720_surfing_with_audio.flv.txt,1238,23923
sample_1280x720_surfing_with_audio.flv.txt,1250,24859
sample_1280x720_surfing_with_audio.flv.txt,1262,24578
sample_1280x720_surfing_with_audio.flv.txt,1265,29561
sample_1280x720_surfing_with_audio.flv.txt,1277,27430
sample_1280x720_surfing_with_audio.flv.txt,1289,26074
sample_1280x720_surfing_with_audio.flv.txt,1301,26022
sample_1280x720_surfing_with_audio.flv.txt,1313,26076
sample_1280x720_surfing_with_audio.flv.txt,1316,28227
sample_1280x720_surfing_with_audio.flv.txt,1328,28205
sample_1280x720_surfing_with_audio.flv.txt,1340,28509
sample_1280x720_surfing_with_audio.flv.txt,1350,25853
sample_1280x720_surfing_with_audio.flv.txt,1362,26626
sample_1280x720_surfing_with_audio.flv.txt,1374,26911
sample_1280x720_surfing_with_audio.flv.txt,1386,26664
sample_1280x720_surfing_with_audio.flv.txt,1398,27160
sample_1280x720_surfing_with_audio.flv.txt,1401,25871
sample_1280x720_surfing_with_audio.flv.txt,1413,26073
sample_1280x720_surfing_with_audio.flv.txt,1425,26104
sample_1280x720_surfing_with_audio.flv.txt,1437,25943
sample_1280x720_surfing_with_audio.flv.txt,1449,25835
sample_1280x720_surfing_with_audio.flv.txt,1461,25771
sample_1280x720_surfing_with_audio.flv.txt,1469,27111
sample_1280x720_surfing_with_audio.flv.txt,1481,27083
sample_1280x720_surfing_with_audio.flv.txt,1486,27291
sample_1280x720_surfing_with_audio.flv.txt,1498,27341
sample_1280x720_surfing_with_audio.flv.txt,1510,27308
sample_1280x720_surfing_with_audio.flv.txt,1517,27363
sample_1280x720_surfing_with_audio.flv.txt,1529,27237
sample_1280x720_surfing_with_audio.flv.txt,1541,27293
sample_1280x720_surfing_with_audio.flv.txt,1553,27278
sample_1280x720_surfing_with_audio.flv.txt,1565,27101
sample_1280x720_surfing_with_audio.flv.txt,1571,25720
sample_1280x720_surfing_with_audio.flv.txt,1583,25833
sample_1280x720_surfing_with_audio.flv.txt,1595,26121
sample_1280x720_surfing_with_audio.flv.txt,1607,26613
sample_1280x720_surfing_with_audio.flv.txt,1619,26883
sample_1280x720_surfing_with_audio.flv.txt,1631,26751
sample_1280x720_surfing_with_audio.flv.txt,1643,26148
sample_1280x720_surfing_with_audio.flv.txt,1655,25822
sample_1280x720_surfing_with_audio.flv.txt,1667,25772
sample_1280x720_surfing_with_audio.flv.txt,1679,25504
sample_1280x720_surfing_with_audio.flv.txt,1691,25042
sample_1280x720_surfing_with_audio.flv.txt,1703,25042
sample_1280x720_surfing_with_audio.flv.txt,1710,24164
sample_1280x720_surfing_with_audio.flv.txt,1722,24164
sample_1280x720_surfing_with_audio.flv.txt,1734,24134
sample_1280x720_surfing_with_audio.flv.txt,1741,28599
sample_1280x720_surfing_with_audio.flv.txt,1753,28485
sample_1280x720_surfing_with_audio.flv.txt,1765,28351
sample_1280x720_surfing_with_audio.flv.txt,1777,27946
sample_1280x720_surfing_with_audio.flv.txt,1789,27749
sample_1280x720_surfing_with_audio.flv.txt,1795,29808
sample_1280x720_surfing_with_audio.flv.txt,1807,29561
sample_1280x720_surfing_with_audio.flv.txt,1819,30228
sample_1280x720_surfing_with_audio.flv.txt,1828,26465
sample_1280x720_surfing_with_audio.flv.txt,1840,26285
sample_1280x720_surfing_with_audio.flv.txt,1852,26384
sample_1280x720_surfing_with_audio.flv.txt,1862,27755
sample_1280x720_surfing_with_audio.flv.txt,1874,27867
sample_1280x720_surfing_with_audio.flv.txt,1886,28007
