print meta info for videos/13619407_1080_1920_30fps.mp4:
  duration time: 13.97 秒
  file size: 25.01 MB
  frame rate: 30.00 fps
  decoder: H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10

帧类型与大小统计:
frame #1: size before decode=29600 bytes, size after decode=4423680 bytes, type=I, timestamp=0.000 seconds
frame #2: size before decode=8809 bytes, size after decode=4423680 bytes, type=B, timestamp=0.033 seconds
frame #3: size before decode=5771 bytes, size after decode=4423680 bytes, type=B, timestamp=0.067 seconds
frame #4: size before decode=142847 bytes, size after decode=4423680 bytes, type=B, timestamp=0.100 seconds
frame #5: size before decode=31089 bytes, size after decode=4423680 bytes, type=P, timestamp=0.133 seconds
frame #6: size before decode=6883 bytes, size after decode=4423680 bytes, type=B, timestamp=0.167 seconds
frame #7: size before decode=6437 bytes, size after decode=4423680 bytes, type=B, timestamp=0.200 seconds
frame #8: size before decode=107356 bytes, size after decode=4423680 bytes, type=B, timestamp=0.233 seconds
frame #9: size before decode=7643 bytes, size after decode=4423680 bytes, type=P, timestamp=0.267 seconds
frame #10: size before decode=110061 bytes, size after decode=4423680 bytes, type=B, timestamp=0.300 seconds
frame #11: size before decode=7547 bytes, size after decode=4423680 bytes, type=P, timestamp=0.333 seconds
frame #12: size before decode=110695 bytes, size after decode=4423680 bytes, type=B, timestamp=0.367 seconds
frame #13: size before decode=7545 bytes, size after decode=4423680 bytes, type=P, timestamp=0.400 seconds
frame #14: size before decode=109722 bytes, size after decode=4423680 bytes, type=B, timestamp=0.433 seconds
frame #15: size before decode=144169 bytes, size after decode=4423680 bytes, type=P, timestamp=0.467 seconds
frame #16: size before decode=27529 bytes, size after decode=4423680 bytes, type=P, timestamp=0.500 seconds
frame #17: size before decode=5948 bytes, size after decode=4423680 bytes, type=B, timestamp=0.533 seconds
frame #18: size before decode=101663 bytes, size after decode=4423680 bytes, type=B, timestamp=0.567 seconds
frame #19: size before decode=4442 bytes, size after decode=4423680 bytes, type=P, timestamp=0.600 seconds
frame #20: size before decode=108958 bytes, size after decode=4423680 bytes, type=B, timestamp=0.633 seconds
frame #21: size before decode=4785 bytes, size after decode=4423680 bytes, type=P, timestamp=0.667 seconds
frame #22: size before decode=108780 bytes, size after decode=4423680 bytes, type=B, timestamp=0.700 seconds
frame #23: size before decode=4992 bytes, size after decode=4423680 bytes, type=P, timestamp=0.733 seconds
frame #24: size before decode=112029 bytes, size after decode=4423680 bytes, type=B, timestamp=0.767 seconds
frame #25: size before decode=6184 bytes, size after decode=4423680 bytes, type=P, timestamp=0.800 seconds
frame #26: size before decode=108428 bytes, size after decode=4423680 bytes, type=B, timestamp=0.833 seconds
frame #27: size before decode=6348 bytes, size after decode=4423680 bytes, type=P, timestamp=0.867 seconds
frame #28: size before decode=137206 bytes, size after decode=4423680 bytes, type=B, timestamp=0.900 seconds
frame #29: size before decode=3850 bytes, size after decode=4423680 bytes, type=P, timestamp=0.933 seconds
frame #30: size before decode=132562 bytes, size after decode=4423680 bytes, type=B, timestamp=0.967 seconds
frame #31: size before decode=148318 bytes, size after decode=4423680 bytes, type=P, timestamp=1.000 seconds
frame #32: size before decode=28204 bytes, size after decode=4423680 bytes, type=P, timestamp=1.033 seconds
frame #33: size before decode=13132 bytes, size after decode=4423680 bytes, type=B, timestamp=1.067 seconds
frame #34: size before decode=9379 bytes, size after decode=4423680 bytes, type=B, timestamp=1.100 seconds
frame #35: size before decode=130832 bytes, size after decode=4423680 bytes, type=B, timestamp=1.133 seconds
frame #36: size before decode=15130 bytes, size after decode=4423680 bytes, type=P, timestamp=1.167 seconds
frame #37: size before decode=6634 bytes, size after decode=4423680 bytes, type=B, timestamp=1.200 seconds
frame #38: size before decode=160730 bytes, size after decode=4423680 bytes, type=B, timestamp=1.233 seconds
frame #39: size before decode=39180 bytes, size after decode=4423680 bytes, type=P, timestamp=1.267 seconds
frame #40: size before decode=7647 bytes, size after decode=4423680 bytes, type=B, timestamp=1.300 seconds
frame #41: size before decode=6616 bytes, size after decode=4423680 bytes, type=B, timestamp=1.333 seconds
frame #42: size before decode=103067 bytes, size after decode=4423680 bytes, type=B, timestamp=1.367 seconds
frame #43: size before decode=6407 bytes, size after decode=4423680 bytes, type=P, timestamp=1.400 seconds
frame #44: size before decode=108954 bytes, size after decode=4423680 bytes, type=B, timestamp=1.433 seconds
frame #45: size before decode=6675 bytes, size after decode=4423680 bytes, type=P, timestamp=1.467 seconds
frame #46: size before decode=104200 bytes, size after decode=4423680 bytes, type=B, timestamp=1.500 seconds
frame #47: size before decode=163219 bytes, size after decode=4423680 bytes, type=P, timestamp=1.533 seconds
frame #48: size before decode=33582 bytes, size after decode=4423680 bytes, type=P, timestamp=1.567 seconds
frame #49: size before decode=16057 bytes, size after decode=4423680 bytes, type=B, timestamp=1.600 seconds
frame #50: size before decode=9445 bytes, size after decode=4423680 bytes, type=B, timestamp=1.633 seconds
frame #51: size before decode=151086 bytes, size after decode=4423680 bytes, type=B, timestamp=1.667 seconds
frame #52: size before decode=21145 bytes, size after decode=4423680 bytes, type=P, timestamp=1.700 seconds
frame #53: size before decode=10024 bytes, size after decode=4423680 bytes, type=B, timestamp=1.733 seconds
frame #54: size before decode=11986 bytes, size after decode=4423680 bytes, type=B, timestamp=1.767 seconds
frame #55: size before decode=131192 bytes, size after decode=4423680 bytes, type=B, timestamp=1.800 seconds
frame #56: size before decode=15291 bytes, size after decode=4423680 bytes, type=P, timestamp=1.833 seconds
frame #57: size before decode=7303 bytes, size after decode=4423680 bytes, type=B, timestamp=1.867 seconds
frame #58: size before decode=163136 bytes, size after decode=4423680 bytes, type=B, timestamp=1.900 seconds
frame #59: size before decode=47798 bytes, size after decode=4423680 bytes, type=P, timestamp=1.933 seconds
frame #60: size before decode=3871 bytes, size after decode=4423680 bytes, type=B, timestamp=1.967 seconds
frame #61: size before decode=4638 bytes, size after decode=4423680 bytes, type=B, timestamp=2.000 seconds
frame #62: size before decode=180231 bytes, size after decode=4423680 bytes, type=B, timestamp=2.033 seconds
frame #63: size before decode=8334 bytes, size after decode=4423680 bytes, type=P, timestamp=2.067 seconds
frame #64: size before decode=97159 bytes, size after decode=4423680 bytes, type=B, timestamp=2.100 seconds
frame #65: size before decode=4221 bytes, size after decode=4423680 bytes, type=P, timestamp=2.133 seconds
frame #66: size before decode=111170 bytes, size after decode=4423680 bytes, type=B, timestamp=2.167 seconds
frame #67: size before decode=4074 bytes, size after decode=4423680 bytes, type=P, timestamp=2.200 seconds
frame #68: size before decode=100033 bytes, size after decode=4423680 bytes, type=B, timestamp=2.233 seconds
frame #69: size before decode=4838 bytes, size after decode=4423680 bytes, type=P, timestamp=2.267 seconds
frame #70: size before decode=121658 bytes, size after decode=4423680 bytes, type=B, timestamp=2.300 seconds
frame #71: size before decode=5021 bytes, size after decode=4423680 bytes, type=P, timestamp=2.333 seconds
frame #72: size before decode=110498 bytes, size after decode=4423680 bytes, type=B, timestamp=2.367 seconds
frame #73: size before decode=5615 bytes, size after decode=4423680 bytes, type=P, timestamp=2.400 seconds
frame #74: size before decode=111062 bytes, size after decode=4423680 bytes, type=B, timestamp=2.433 seconds
frame #75: size before decode=6370 bytes, size after decode=4423680 bytes, type=P, timestamp=2.467 seconds
frame #76: size before decode=121125 bytes, size after decode=4423680 bytes, type=B, timestamp=2.500 seconds
frame #77: size before decode=5901 bytes, size after decode=4423680 bytes, type=P, timestamp=2.533 seconds
frame #78: size before decode=192235 bytes, size after decode=4423680 bytes, type=B, timestamp=2.567 seconds
frame #79: size before decode=51028 bytes, size after decode=4423680 bytes, type=P, timestamp=2.600 seconds
frame #80: size before decode=6751 bytes, size after decode=4423680 bytes, type=B, timestamp=2.633 seconds
frame #81: size before decode=4344 bytes, size after decode=4423680 bytes, type=B, timestamp=2.667 seconds
frame #82: size before decode=116785 bytes, size after decode=4423680 bytes, type=B, timestamp=2.700 seconds
frame #83: size before decode=4561 bytes, size after decode=4423680 bytes, type=P, timestamp=2.733 seconds
frame #84: size before decode=100746 bytes, size after decode=4423680 bytes, type=B, timestamp=2.767 seconds
frame #85: size before decode=3629 bytes, size after decode=4423680 bytes, type=P, timestamp=2.800 seconds
frame #86: size before decode=107918 bytes, size after decode=4423680 bytes, type=B, timestamp=2.833 seconds
frame #87: size before decode=5387 bytes, size after decode=4423680 bytes, type=P, timestamp=2.867 seconds
frame #88: size before decode=139657 bytes, size after decode=4423680 bytes, type=B, timestamp=2.900 seconds
frame #89: size before decode=2794 bytes, size after decode=4423680 bytes, type=P, timestamp=2.933 seconds
frame #90: size before decode=93951 bytes, size after decode=4423680 bytes, type=B, timestamp=2.967 seconds
frame #91: size before decode=5173 bytes, size after decode=4423680 bytes, type=P, timestamp=3.000 seconds
frame #92: size before decode=112894 bytes, size after decode=4423680 bytes, type=B, timestamp=3.033 seconds
frame #93: size before decode=7014 bytes, size after decode=4423680 bytes, type=P, timestamp=3.067 seconds
