print meta info for videos/12465623_1080_1920_30fps.mp4:
  duration time: 18.35 秒
  file size: 23.29 MB
  frame rate: 29.97 fps
  decoder: H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10

帧类型与大小统计:
frame #1: size before decode=26817 bytes, size after decode=4423680 bytes, type=I, timestamp=0.000 seconds
frame #2: size before decode=9802 bytes, size after decode=4423680 bytes, type=B, timestamp=0.033 seconds
frame #3: size before decode=10011 bytes, size after decode=4423680 bytes, type=B, timestamp=0.067 seconds
frame #4: size before decode=87459 bytes, size after decode=4423680 bytes, type=B, timestamp=0.100 seconds
frame #5: size before decode=23716 bytes, size after decode=4423680 bytes, type=P, timestamp=0.133 seconds
frame #6: size before decode=9615 bytes, size after decode=4423680 bytes, type=B, timestamp=0.167 seconds
frame #7: size before decode=9249 bytes, size after decode=4423680 bytes, type=B, timestamp=0.200 seconds
frame #8: size before decode=73779 bytes, size after decode=4423680 bytes, type=B, timestamp=0.234 seconds
frame #9: size before decode=10001 bytes, size after decode=4423680 bytes, type=P, timestamp=0.267 seconds
frame #10: size before decode=101100 bytes, size after decode=4423680 bytes, type=B, timestamp=0.300 seconds
frame #11: size before decode=24941 bytes, size after decode=4423680 bytes, type=P, timestamp=0.334 seconds
frame #12: size before decode=10856 bytes, size after decode=4423680 bytes, type=B, timestamp=0.367 seconds
frame #13: size before decode=11665 bytes, size after decode=4423680 bytes, type=B, timestamp=0.400 seconds
frame #14: size before decode=99051 bytes, size after decode=4423680 bytes, type=B, timestamp=0.434 seconds
frame #15: size before decode=25233 bytes, size after decode=4423680 bytes, type=P, timestamp=0.467 seconds
frame #16: size before decode=11927 bytes, size after decode=4423680 bytes, type=B, timestamp=0.501 seconds
frame #17: size before decode=11123 bytes, size after decode=4423680 bytes, type=B, timestamp=0.534 seconds
frame #18: size before decode=97843 bytes, size after decode=4423680 bytes, type=B, timestamp=0.567 seconds
frame #19: size before decode=24695 bytes, size after decode=4423680 bytes, type=P, timestamp=0.601 seconds
frame #20: size before decode=11572 bytes, size after decode=4423680 bytes, type=B, timestamp=0.634 seconds
frame #21: size before decode=9564 bytes, size after decode=4423680 bytes, type=B, timestamp=0.667 seconds
frame #22: size before decode=94969 bytes, size after decode=4423680 bytes, type=B, timestamp=0.701 seconds
frame #23: size before decode=23721 bytes, size after decode=4423680 bytes, type=P, timestamp=0.734 seconds
frame #24: size before decode=9542 bytes, size after decode=4423680 bytes, type=B, timestamp=0.767 seconds
frame #25: size before decode=10124 bytes, size after decode=4423680 bytes, type=B, timestamp=0.801 seconds
frame #26: size before decode=89811 bytes, size after decode=4423680 bytes, type=B, timestamp=0.834 seconds
frame #27: size before decode=23416 bytes, size after decode=4423680 bytes, type=P, timestamp=0.868 seconds
frame #28: size before decode=10112 bytes, size after decode=4423680 bytes, type=B, timestamp=0.901 seconds
frame #29: size before decode=10066 bytes, size after decode=4423680 bytes, type=B, timestamp=0.934 seconds
frame #30: size before decode=119470 bytes, size after decode=4423680 bytes, type=B, timestamp=0.968 seconds
frame #31: size before decode=34737 bytes, size after decode=4423680 bytes, type=P, timestamp=1.001 seconds
frame #32: size before decode=12249 bytes, size after decode=4423680 bytes, type=B, timestamp=1.034 seconds
frame #33: size before decode=92138 bytes, size after decode=4423680 bytes, type=B, timestamp=1.068 seconds
frame #34: size before decode=21855 bytes, size after decode=4423680 bytes, type=P, timestamp=1.101 seconds
frame #35: size before decode=9276 bytes, size after decode=4423680 bytes, type=B, timestamp=1.134 seconds
frame #36: size before decode=9127 bytes, size after decode=4423680 bytes, type=B, timestamp=1.168 seconds
frame #37: size before decode=92958 bytes, size after decode=4423680 bytes, type=B, timestamp=1.201 seconds
frame #38: size before decode=22588 bytes, size after decode=4423680 bytes, type=P, timestamp=1.235 seconds
frame #39: size before decode=9082 bytes, size after decode=4423680 bytes, type=B, timestamp=1.268 seconds
frame #40: size before decode=8826 bytes, size after decode=4423680 bytes, type=B, timestamp=1.301 seconds
frame #41: size before decode=96436 bytes, size after decode=4423680 bytes, type=B, timestamp=1.335 seconds
frame #42: size before decode=22243 bytes, size after decode=4423680 bytes, type=P, timestamp=1.368 seconds
frame #43: size before decode=9283 bytes, size after decode=4423680 bytes, type=B, timestamp=1.401 seconds
frame #44: size before decode=9283 bytes, size after decode=4423680 bytes, type=B, timestamp=1.435 seconds
frame #45: size before decode=93831 bytes, size after decode=4423680 bytes, type=B, timestamp=1.468 seconds
frame #46: size before decode=21803 bytes, size after decode=4423680 bytes, type=P, timestamp=1.502 seconds
frame #47: size before decode=9318 bytes, size after decode=4423680 bytes, type=B, timestamp=1.535 seconds
