print meta info for videos/12146645_1280_720_30fps.mp4:
  duration time: 3.77 秒
  file size: 2.14 MB
  frame rate: 30.00 fps
  decoder: H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10

帧类型与大小统计:
frame #1: size before decode=11872 bytes, size after decode=1843200 bytes, type=I, timestamp=0.000 seconds
frame #2: size before decode=6153 bytes, size after decode=1843200 bytes, type=B, timestamp=0.033 seconds
frame #3: size before decode=4976 bytes, size after decode=1843200 bytes, type=B, timestamp=0.067 seconds
frame #4: size before decode=49150 bytes, size after decode=1843200 bytes, type=B, timestamp=0.100 seconds
frame #5: size before decode=11978 bytes, size after decode=1843200 bytes, type=P, timestamp=0.133 seconds
frame #6: size before decode=5718 bytes, size after decode=1843200 bytes, type=B, timestamp=0.167 seconds
frame #7: size before decode=4052 bytes, size after decode=1843200 bytes, type=B, timestamp=0.200 seconds
frame #8: size before decode=50850 bytes, size after decode=1843200 bytes, type=B, timestamp=0.233 seconds
frame #9: size before decode=12942 bytes, size after decode=1843200 bytes, type=P, timestamp=0.267 seconds
frame #10: size before decode=4696 bytes, size after decode=1843200 bytes, type=B, timestamp=0.300 seconds
frame #11: size before decode=7000 bytes, size after decode=1843200 bytes, type=B, timestamp=0.333 seconds
frame #12: size before decode=49168 bytes, size after decode=1843200 bytes, type=B, timestamp=0.367 seconds
frame #13: size before decode=15001 bytes, size after decode=1843200 bytes, type=P, timestamp=0.400 seconds
frame #14: size before decode=7227 bytes, size after decode=1843200 bytes, type=B, timestamp=0.433 seconds
frame #15: size before decode=8365 bytes, size after decode=1843200 bytes, type=B, timestamp=0.467 seconds
frame #16: size before decode=53396 bytes, size after decode=1843200 bytes, type=B, timestamp=0.500 seconds
frame #17: size before decode=16018 bytes, size after decode=1843200 bytes, type=P, timestamp=0.533 seconds
frame #18: size before decode=8841 bytes, size after decode=1843200 bytes, type=B, timestamp=0.567 seconds
frame #19: size before decode=5469 bytes, size after decode=1843200 bytes, type=B, timestamp=0.600 seconds
frame #20: size before decode=54667 bytes, size after decode=1843200 bytes, type=B, timestamp=0.633 seconds
frame #21: size before decode=16505 bytes, size after decode=1843200 bytes, type=P, timestamp=0.667 seconds
frame #22: size before decode=6890 bytes, size after decode=1843200 bytes, type=B, timestamp=0.700 seconds
frame #23: size before decode=8119 bytes, size after decode=1843200 bytes, type=B, timestamp=0.733 seconds
frame #24: size before decode=54095 bytes, size after decode=1843200 bytes, type=B, timestamp=0.767 seconds
frame #25: size before decode=17111 bytes, size after decode=1843200 bytes, type=P, timestamp=0.800 seconds
frame #26: size before decode=6600 bytes, size after decode=1843200 bytes, type=B, timestamp=0.833 seconds
frame #27: size before decode=10473 bytes, size after decode=1843200 bytes, type=B, timestamp=0.867 seconds
frame #28: size before decode=53764 bytes, size after decode=1843200 bytes, type=B, timestamp=0.900 seconds
frame #29: size before decode=15111 bytes, size after decode=1843200 bytes, type=P, timestamp=0.933 seconds
frame #30: size before decode=10076 bytes, size after decode=1843200 bytes, type=B, timestamp=0.967 seconds
frame #31: size before decode=5088 bytes, size after decode=1843200 bytes, type=B, timestamp=1.000 seconds
frame #32: size before decode=58037 bytes, size after decode=1843200 bytes, type=B, timestamp=1.033 seconds
frame #33: size before decode=15154 bytes, size after decode=1843200 bytes, type=P, timestamp=1.067 seconds
frame #34: size before decode=6667 bytes, size after decode=1843200 bytes, type=B, timestamp=1.100 seconds
frame #35: size before decode=6592 bytes, size after decode=1843200 bytes, type=B, timestamp=1.133 seconds
