print meta info for videos/13553109_1920_1080_30fps.mp4:
  duration time: 6.10 秒
  file size: 6.96 MB
  frame rate: 30.00 fps
  decoder: H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10

帧类型与大小统计:
frame #1: size before decode=84509 bytes, size after decode=4147200 bytes, type=I, timestamp=0.000 seconds
frame #2: size before decode=700 bytes, size after decode=4147200 bytes, type=B, timestamp=0.033 seconds
frame #3: size before decode=371 bytes, size after decode=4147200 bytes, type=B, timestamp=0.067 seconds
frame #4: size before decode=50949 bytes, size after decode=4147200 bytes, type=B, timestamp=0.100 seconds
frame #5: size before decode=2019 bytes, size after decode=4147200 bytes, type=P, timestamp=0.133 seconds
frame #6: size before decode=62135 bytes, size after decode=4147200 bytes, type=B, timestamp=0.167 seconds
frame #7: size before decode=28216 bytes, size after decode=4147200 bytes, type=P, timestamp=0.200 seconds
frame #8: size before decode=78441 bytes, size after decode=4147200 bytes, type=B, timestamp=0.233 seconds
frame #9: size before decode=1594 bytes, size after decode=4147200 bytes, type=P, timestamp=0.267 seconds
frame #10: size before decode=67194 bytes, size after decode=4147200 bytes, type=B, timestamp=0.300 seconds
frame #11: size before decode=59076 bytes, size after decode=4147200 bytes, type=P, timestamp=0.333 seconds
frame #12: size before decode=1429 bytes, size after decode=4147200 bytes, type=B, timestamp=0.367 seconds
frame #13: size before decode=752 bytes, size after decode=4147200 bytes, type=B, timestamp=0.400 seconds
frame #14: size before decode=102948 bytes, size after decode=4147200 bytes, type=B, timestamp=0.433 seconds
frame #15: size before decode=58762 bytes, size after decode=4147200 bytes, type=P, timestamp=0.467 seconds
frame #16: size before decode=866 bytes, size after decode=4147200 bytes, type=B, timestamp=0.500 seconds
frame #17: size before decode=32959 bytes, size after decode=4147200 bytes, type=B, timestamp=0.533 seconds
frame #18: size before decode=78310 bytes, size after decode=4147200 bytes, type=B, timestamp=0.567 seconds
frame #19: size before decode=61971 bytes, size after decode=4147200 bytes, type=P, timestamp=0.600 seconds
frame #20: size before decode=305 bytes, size after decode=4147200 bytes, type=B, timestamp=0.633 seconds
frame #21: size before decode=716 bytes, size after decode=4147200 bytes, type=B, timestamp=0.667 seconds
frame #22: size before decode=81065 bytes, size after decode=4147200 bytes, type=B, timestamp=0.700 seconds
frame #23: size before decode=66941 bytes, size after decode=4147200 bytes, type=P, timestamp=0.733 seconds
frame #24: size before decode=567 bytes, size after decode=4147200 bytes, type=B, timestamp=0.767 seconds
frame #25: size before decode=608 bytes, size after decode=4147200 bytes, type=B, timestamp=0.800 seconds
frame #26: size before decode=123046 bytes, size after decode=4147200 bytes, type=B, timestamp=0.833 seconds
frame #27: size before decode=111678 bytes, size after decode=4147200 bytes, type=P, timestamp=0.867 seconds
frame #28: size before decode=33127 bytes, size after decode=4147200 bytes, type=B, timestamp=0.900 seconds
frame #29: size before decode=620 bytes, size after decode=4147200 bytes, type=B, timestamp=0.933 seconds
frame #30: size before decode=59547 bytes, size after decode=4147200 bytes, type=B, timestamp=0.967 seconds
frame #31: size before decode=312 bytes, size after decode=4147200 bytes, type=P, timestamp=1.000 seconds
frame #32: size before decode=46414 bytes, size after decode=4147200 bytes, type=B, timestamp=1.033 seconds
frame #33: size before decode=779 bytes, size after decode=4147200 bytes, type=P, timestamp=1.067 seconds
frame #34: size before decode=100490 bytes, size after decode=4147200 bytes, type=B, timestamp=1.100 seconds
frame #35: size before decode=57044 bytes, size after decode=4147200 bytes, type=P, timestamp=1.133 seconds
frame #36: size before decode=796 bytes, size after decode=4147200 bytes, type=B, timestamp=1.167 seconds
