print meta info for videos/13847951_1920_1080_30fps.mp4:
  duration time: 37.47 秒
  file size: 32.32 MB
  frame rate: 30.00 fps
  decoder: H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10

帧类型与大小统计:
frame #1: size before decode=85336 bytes, size after decode=4147200 bytes, type=I, timestamp=0.000 seconds
frame #2: size before decode=48118 bytes, size after decode=4147200 bytes, type=B, timestamp=0.033 seconds
frame #3: size before decode=60002 bytes, size after decode=4147200 bytes, type=B, timestamp=0.067 seconds
frame #4: size before decode=111541 bytes, size after decode=4147200 bytes, type=B, timestamp=0.100 seconds
frame #5: size before decode=76592 bytes, size after decode=4147200 bytes, type=P, timestamp=0.133 seconds
frame #6: size before decode=55034 bytes, size after decode=4147200 bytes, type=B, timestamp=0.167 seconds
frame #7: size before decode=51532 bytes, size after decode=4147200 bytes, type=B, timestamp=0.200 seconds
frame #8: size before decode=103952 bytes, size after decode=4147200 bytes, type=B, timestamp=0.233 seconds
frame #9: size before decode=73619 bytes, size after decode=4147200 bytes, type=P, timestamp=0.267 seconds
frame #10: size before decode=54958 bytes, size after decode=4147200 bytes, type=B, timestamp=0.300 seconds
frame #11: size before decode=49408 bytes, size after decode=4147200 bytes, type=B, timestamp=0.333 seconds
frame #12: size before decode=103586 bytes, size after decode=4147200 bytes, type=B, timestamp=0.367 seconds
frame #13: size before decode=78785 bytes, size after decode=4147200 bytes, type=P, timestamp=0.400 seconds
frame #14: size before decode=55085 bytes, size after decode=4147200 bytes, type=B, timestamp=0.433 seconds
frame #15: size before decode=54607 bytes, size after decode=4147200 bytes, type=B, timestamp=0.467 seconds
frame #16: size before decode=100561 bytes, size after decode=4147200 bytes, type=B, timestamp=0.500 seconds
frame #17: size before decode=76464 bytes, size after decode=4147200 bytes, type=P, timestamp=0.533 seconds
frame #18: size before decode=56772 bytes, size after decode=4147200 bytes, type=B, timestamp=0.567 seconds
frame #19: size before decode=51410 bytes, size after decode=4147200 bytes, type=B, timestamp=0.600 seconds
frame #20: size before decode=97436 bytes, size after decode=4147200 bytes, type=B, timestamp=0.633 seconds
frame #21: size before decode=77392 bytes, size after decode=4147200 bytes, type=P, timestamp=0.667 seconds
frame #22: size before decode=53165 bytes, size after decode=4147200 bytes, type=B, timestamp=0.700 seconds
frame #23: size before decode=52327 bytes, size after decode=4147200 bytes, type=B, timestamp=0.733 seconds
frame #24: size before decode=90629 bytes, size after decode=4147200 bytes, type=B, timestamp=0.767 seconds
frame #25: size before decode=69959 bytes, size after decode=4147200 bytes, type=P, timestamp=0.800 seconds
frame #26: size before decode=52872 bytes, size after decode=4147200 bytes, type=B, timestamp=0.833 seconds
frame #27: size before decode=52883 bytes, size after decode=4147200 bytes, type=B, timestamp=0.867 seconds
frame #28: size before decode=104156 bytes, size after decode=4147200 bytes, type=B, timestamp=0.900 seconds
frame #29: size before decode=74966 bytes, size after decode=4147200 bytes, type=P, timestamp=0.933 seconds
frame #30: size before decode=68910 bytes, size after decode=4147200 bytes, type=B, timestamp=0.967 seconds
frame #31: size before decode=52223 bytes, size after decode=4147200 bytes, type=B, timestamp=1.000 seconds
frame #32: size before decode=90199 bytes, size after decode=4147200 bytes, type=B, timestamp=1.033 seconds
frame #33: size before decode=66956 bytes, size after decode=4147200 bytes, type=P, timestamp=1.067 seconds
frame #34: size before decode=51021 bytes, size after decode=4147200 bytes, type=B, timestamp=1.100 seconds
frame #35: size before decode=39821 bytes, size after decode=4147200 bytes, type=B, timestamp=1.133 seconds
frame #36: size before decode=91877 bytes, size after decode=4147200 bytes, type=B, timestamp=1.167 seconds
frame #37: size before decode=63781 bytes, size after decode=4147200 bytes, type=P, timestamp=1.200 seconds
frame #38: size before decode=47009 bytes, size after decode=4147200 bytes, type=B, timestamp=1.233 seconds
frame #39: size before decode=47556 bytes, size after decode=4147200 bytes, type=B, timestamp=1.267 seconds
frame #40: size before decode=90670 bytes, size after decode=4147200 bytes, type=B, timestamp=1.300 seconds
frame #41: size before decode=61701 bytes, size after decode=4147200 bytes, type=P, timestamp=1.333 seconds
frame #42: size before decode=46455 bytes, size after decode=4147200 bytes, type=B, timestamp=1.367 seconds
frame #43: size before decode=46026 bytes, size after decode=4147200 bytes, type=B, timestamp=1.400 seconds
frame #44: size before decode=90915 bytes, size after decode=4147200 bytes, type=B, timestamp=1.433 seconds
frame #45: size before decode=62816 bytes, size after decode=4147200 bytes, type=P, timestamp=1.467 seconds
frame #46: size before decode=45287 bytes, size after decode=4147200 bytes, type=B, timestamp=1.500 seconds
frame #47: size before decode=46384 bytes, size after decode=4147200 bytes, type=B, timestamp=1.533 seconds
frame #48: size before decode=87021 bytes, size after decode=4147200 bytes, type=B, timestamp=1.567 seconds
frame #49: size before decode=62809 bytes, size after decode=4147200 bytes, type=P, timestamp=1.600 seconds
frame #50: size before decode=47245 bytes, size after decode=4147200 bytes, type=B, timestamp=1.633 seconds
frame #51: size before decode=47452 bytes, size after decode=4147200 bytes, type=B, timestamp=1.667 seconds
frame #52: size before decode=88191 bytes, size after decode=4147200 bytes, type=B, timestamp=1.700 seconds
frame #53: size before decode=61336 bytes, size after decode=4147200 bytes, type=P, timestamp=1.733 seconds
frame #54: size before decode=46717 bytes, size after decode=4147200 bytes, type=B, timestamp=1.767 seconds
frame #55: size before decode=47582 bytes, size after decode=4147200 bytes, type=B, timestamp=1.800 seconds
