print meta info for videos/13848120_3840_2160_60fps.mp4:
  duration time: 10.44 秒
  file size: 24.58 MB
  frame rate: 59.94 fps
  decoder: H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10

帧类型与大小统计:
frame #1: size before decode=13418 bytes, size after decode=16588800 bytes, type=I, timestamp=0.000 seconds
frame #2: size before decode=7712 bytes, size after decode=16588800 bytes, type=B, timestamp=0.017 seconds
frame #3: size before decode=8800 bytes, size after decode=16588800 bytes, type=B, timestamp=0.033 seconds
frame #4: size before decode=92267 bytes, size after decode=16588800 bytes, type=B, timestamp=0.050 seconds
frame #5: size before decode=18861 bytes, size after decode=16588800 bytes, type=P, timestamp=0.067 seconds
frame #6: size before decode=12046 bytes, size after decode=16588800 bytes, type=B, timestamp=0.083 seconds
frame #7: size before decode=10473 bytes, size after decode=16588800 bytes, type=B, timestamp=0.100 seconds
frame #8: size before decode=104915 bytes, size after decode=16588800 bytes, type=B, timestamp=0.117 seconds
frame #9: size before decode=17317 bytes, size after decode=16588800 bytes, type=P, timestamp=0.133 seconds
frame #10: size before decode=13164 bytes, size after decode=16588800 bytes, type=B, timestamp=0.150 seconds
frame #11: size before decode=9412 bytes, size after decode=16588800 bytes, type=B, timestamp=0.167 seconds
frame #12: size before decode=108676 bytes, size after decode=16588800 bytes, type=B, timestamp=0.184 seconds
frame #13: size before decode=18090 bytes, size after decode=16588800 bytes, type=P, timestamp=0.200 seconds
frame #14: size before decode=10124 bytes, size after decode=16588800 bytes, type=B, timestamp=0.217 seconds
frame #15: size before decode=10560 bytes, size after decode=16588800 bytes, type=B, timestamp=0.234 seconds
frame #16: size before decode=117107 bytes, size after decode=16588800 bytes, type=B, timestamp=0.250 seconds
frame #17: size before decode=18114 bytes, size after decode=16588800 bytes, type=P, timestamp=0.267 seconds
frame #18: size before decode=11540 bytes, size after decode=16588800 bytes, type=B, timestamp=0.284 seconds
frame #19: size before decode=10712 bytes, size after decode=16588800 bytes, type=B, timestamp=0.300 seconds
frame #20: size before decode=100903 bytes, size after decode=16588800 bytes, type=B, timestamp=0.317 seconds
frame #21: size before decode=17749 bytes, size after decode=16588800 bytes, type=P, timestamp=0.334 seconds
frame #22: size before decode=10885 bytes, size after decode=16588800 bytes, type=B, timestamp=0.350 seconds
frame #23: size before decode=10806 bytes, size after decode=16588800 bytes, type=B, timestamp=0.367 seconds
frame #24: size before decode=113425 bytes, size after decode=16588800 bytes, type=B, timestamp=0.384 seconds
frame #25: size before decode=20040 bytes, size after decode=16588800 bytes, type=P, timestamp=0.400 seconds
