print meta info for videos/13631949_1080_1920_24fps.mp4:
  duration time: 17.00 秒
  file size: 8.22 MB
  frame rate: 24.00 fps
  decoder: H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10

帧类型与大小统计:
frame #1: size before decode=16373 bytes, size after decode=4423680 bytes, type=I, timestamp=0.000 seconds
frame #2: size before decode=9000 bytes, size after decode=4423680 bytes, type=B, timestamp=0.042 seconds
frame #3: size before decode=6888 bytes, size after decode=4423680 bytes, type=B, timestamp=0.083 seconds
frame #4: size before decode=71983 bytes, size after decode=4423680 bytes, type=B, timestamp=0.125 seconds
frame #5: size before decode=17209 bytes, size after decode=4423680 bytes, type=P, timestamp=0.167 seconds
frame #6: size before decode=9715 bytes, size after decode=4423680 bytes, type=B, timestamp=0.208 seconds
frame #7: size before decode=6565 bytes, size after decode=4423680 bytes, type=B, timestamp=0.250 seconds
frame #8: size before decode=68185 bytes, size after decode=4423680 bytes, type=B, timestamp=0.292 seconds
frame #9: size before decode=16548 bytes, size after decode=4423680 bytes, type=P, timestamp=0.333 seconds
frame #10: size before decode=9947 bytes, size after decode=4423680 bytes, type=B, timestamp=0.375 seconds
frame #11: size before decode=6150 bytes, size after decode=4423680 bytes, type=B, timestamp=0.417 seconds
frame #12: size before decode=66934 bytes, size after decode=4423680 bytes, type=B, timestamp=0.458 seconds
frame #13: size before decode=12300 bytes, size after decode=4423680 bytes, type=P, timestamp=0.500 seconds
frame #14: size before decode=6545 bytes, size after decode=4423680 bytes, type=B, timestamp=0.542 seconds
frame #15: size before decode=6441 bytes, size after decode=4423680 bytes, type=B, timestamp=0.583 seconds
frame #16: size before decode=65460 bytes, size after decode=4423680 bytes, type=B, timestamp=0.625 seconds
frame #17: size before decode=11980 bytes, size after decode=4423680 bytes, type=P, timestamp=0.667 seconds
frame #18: size before decode=7334 bytes, size after decode=4423680 bytes, type=B, timestamp=0.708 seconds
frame #19: size before decode=5982 bytes, size after decode=4423680 bytes, type=B, timestamp=0.750 seconds
frame #20: size before decode=64294 bytes, size after decode=4423680 bytes, type=B, timestamp=0.792 seconds
frame #21: size before decode=12614 bytes, size after decode=4423680 bytes, type=P, timestamp=0.833 seconds
frame #22: size before decode=6728 bytes, size after decode=4423680 bytes, type=B, timestamp=0.875 seconds
frame #23: size before decode=6694 bytes, size after decode=4423680 bytes, type=B, timestamp=0.917 seconds
frame #24: size before decode=59182 bytes, size after decode=4423680 bytes, type=B, timestamp=0.958 seconds
frame #25: size before decode=12478 bytes, size after decode=4423680 bytes, type=P, timestamp=1.000 seconds
frame #26: size before decode=7627 bytes, size after decode=4423680 bytes, type=B, timestamp=1.042 seconds
frame #27: size before decode=7182 bytes, size after decode=4423680 bytes, type=B, timestamp=1.083 seconds
frame #28: size before decode=67553 bytes, size after decode=4423680 bytes, type=B, timestamp=1.125 seconds
frame #29: size before decode=13080 bytes, size after decode=4423680 bytes, type=P, timestamp=1.167 seconds
