print meta info for videos/13847470_2160_3840_25fps.mp4:
  duration time: 9.80 秒
  file size: 26.69 MB
  frame rate: 25.00 fps
  decoder: H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10

帧类型与大小统计:
frame #1: size before decode=140769 bytes, size after decode=16711680 bytes, type=I, timestamp=0.000 seconds
frame #2: size before decode=53547 bytes, size after decode=16711680 bytes, type=B, timestamp=0.040 seconds
frame #3: size before decode=44380 bytes, size after decode=16711680 bytes, type=B, timestamp=0.080 seconds
frame #4: size before decode=148271 bytes, size after decode=16711680 bytes, type=B, timestamp=0.120 seconds
frame #5: size before decode=102389 bytes, size after decode=16711680 bytes, type=P, timestamp=0.160 seconds
frame #6: size before decode=50672 bytes, size after decode=16711680 bytes, type=B, timestamp=0.200 seconds
frame #7: size before decode=38819 bytes, size after decode=16711680 bytes, type=B, timestamp=0.240 seconds
frame #8: size before decode=157318 bytes, size after decode=16711680 bytes, type=B, timestamp=0.280 seconds
frame #9: size before decode=49363 bytes, size after decode=16711680 bytes, type=P, timestamp=0.320 seconds
frame #10: size before decode=242368 bytes, size after decode=16711680 bytes, type=B, timestamp=0.360 seconds
frame #11: size before decode=105878 bytes, size after decode=16711680 bytes, type=P, timestamp=0.400 seconds
frame #12: size before decode=59195 bytes, size after decode=16711680 bytes, type=B, timestamp=0.440 seconds
frame #13: size before decode=48586 bytes, size after decode=16711680 bytes, type=B, timestamp=0.480 seconds
frame #14: size before decode=275259 bytes, size after decode=16711680 bytes, type=B, timestamp=0.520 seconds
frame #15: size before decode=133879 bytes, size after decode=16711680 bytes, type=P, timestamp=0.560 seconds
frame #16: size before decode=59234 bytes, size after decode=16711680 bytes, type=B, timestamp=0.600 seconds
frame #17: size before decode=50232 bytes, size after decode=16711680 bytes, type=B, timestamp=0.640 seconds
frame #18: size before decode=236169 bytes, size after decode=16711680 bytes, type=B, timestamp=0.680 seconds
frame #19: size before decode=111098 bytes, size after decode=16711680 bytes, type=P, timestamp=0.720 seconds
frame #20: size before decode=55217 bytes, size after decode=16711680 bytes, type=B, timestamp=0.760 seconds
frame #21: size before decode=38450 bytes, size after decode=16711680 bytes, type=B, timestamp=0.800 seconds
frame #22: size before decode=245363 bytes, size after decode=16711680 bytes, type=B, timestamp=0.840 seconds
frame #23: size before decode=101961 bytes, size after decode=16711680 bytes, type=P, timestamp=0.880 seconds
frame #24: size before decode=52000 bytes, size after decode=16711680 bytes, type=B, timestamp=0.920 seconds
frame #25: size before decode=37495 bytes, size after decode=16711680 bytes, type=B, timestamp=0.960 seconds
