print meta info for videos/13618772_2160_3840_24fps.mp4:
  duration time: 10.01 秒
  file size: 20.23 MB
  frame rate: 23.98 fps
  decoder: H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10

帧类型与大小统计:
frame #1: size before decode=39088 bytes, size after decode=16711680 bytes, type=I, timestamp=0.000 seconds
frame #2: size before decode=25897 bytes, size after decode=16711680 bytes, type=B, timestamp=0.042 seconds
frame #3: size before decode=18382 bytes, size after decode=16711680 bytes, type=B, timestamp=0.083 seconds
frame #4: size before decode=148920 bytes, size after decode=16711680 bytes, type=B, timestamp=0.125 seconds
frame #5: size before decode=53286 bytes, size after decode=16711680 bytes, type=P, timestamp=0.167 seconds
frame #6: size before decode=23113 bytes, size after decode=16711680 bytes, type=B, timestamp=0.209 seconds
frame #7: size before decode=15526 bytes, size after decode=16711680 bytes, type=B, timestamp=0.250 seconds
frame #8: size before decode=138729 bytes, size after decode=16711680 bytes, type=B, timestamp=0.292 seconds
frame #9: size before decode=57746 bytes, size after decode=16711680 bytes, type=P, timestamp=0.334 seconds
frame #10: size before decode=23491 bytes, size after decode=16711680 bytes, type=B, timestamp=0.375 seconds
frame #11: size before decode=14539 bytes, size after decode=16711680 bytes, type=B, timestamp=0.417 seconds
frame #12: size before decode=114224 bytes, size after decode=16711680 bytes, type=B, timestamp=0.459 seconds
frame #13: size before decode=50709 bytes, size after decode=16711680 bytes, type=P, timestamp=0.500 seconds
frame #14: size before decode=11852 bytes, size after decode=16711680 bytes, type=B, timestamp=0.542 seconds
frame #15: size before decode=13797 bytes, size after decode=16711680 bytes, type=B, timestamp=0.584 seconds
frame #16: size before decode=135035 bytes, size after decode=16711680 bytes, type=B, timestamp=0.626 seconds
frame #17: size before decode=71583 bytes, size after decode=16711680 bytes, type=P, timestamp=0.667 seconds
frame #18: size before decode=26257 bytes, size after decode=16711680 bytes, type=B, timestamp=0.709 seconds
frame #19: size before decode=13976 bytes, size after decode=16711680 bytes, type=B, timestamp=0.751 seconds
frame #20: size before decode=165929 bytes, size after decode=16711680 bytes, type=B, timestamp=0.792 seconds
frame #21: size before decode=49021 bytes, size after decode=16711680 bytes, type=P, timestamp=0.834 seconds
frame #22: size before decode=29274 bytes, size after decode=16711680 bytes, type=B, timestamp=0.876 seconds
frame #23: size before decode=30546 bytes, size after decode=16711680 bytes, type=B, timestamp=0.918 seconds
frame #24: size before decode=121327 bytes, size after decode=16711680 bytes, type=B, timestamp=0.959 seconds
frame #25: size before decode=46435 bytes, size after decode=16711680 bytes, type=P, timestamp=1.001 seconds
frame #26: size before decode=14447 bytes, size after decode=16711680 bytes, type=B, timestamp=1.043 seconds
frame #27: size before decode=10159 bytes, size after decode=16711680 bytes, type=B, timestamp=1.084 seconds
frame #28: size before decode=114306 bytes, size after decode=16711680 bytes, type=B, timestamp=1.126 seconds
frame #29: size before decode=47146 bytes, size after decode=16711680 bytes, type=P, timestamp=1.168 seconds
frame #30: size before decode=11629 bytes, size after decode=16711680 bytes, type=B, timestamp=1.210 seconds
frame #31: size before decode=12373 bytes, size after decode=16711680 bytes, type=B, timestamp=1.251 seconds
frame #32: size before decode=137406 bytes, size after decode=16711680 bytes, type=B, timestamp=1.293 seconds
frame #33: size before decode=71297 bytes, size after decode=16711680 bytes, type=P, timestamp=1.335 seconds
frame #34: size before decode=13265 bytes, size after decode=16711680 bytes, type=B, timestamp=1.376 seconds
frame #35: size before decode=14340 bytes, size after decode=16711680 bytes, type=B, timestamp=1.418 seconds
frame #36: size before decode=108689 bytes, size after decode=16711680 bytes, type=B, timestamp=1.460 seconds
frame #37: size before decode=49487 bytes, size after decode=16711680 bytes, type=P, timestamp=1.502 seconds
frame #38: size before decode=10884 bytes, size after decode=16711680 bytes, type=B, timestamp=1.543 seconds
frame #39: size before decode=14467 bytes, size after decode=16711680 bytes, type=B, timestamp=1.585 seconds
frame #40: size before decode=107626 bytes, size after decode=16711680 bytes, type=B, timestamp=1.627 seconds
frame #41: size before decode=48513 bytes, size after decode=16711680 bytes, type=P, timestamp=1.668 seconds
frame #42: size before decode=11055 bytes, size after decode=16711680 bytes, type=B, timestamp=1.710 seconds
frame #43: size before decode=13297 bytes, size after decode=16711680 bytes, type=B, timestamp=1.752 seconds
frame #44: size before decode=152303 bytes, size after decode=16711680 bytes, type=B, timestamp=1.793 seconds
