print meta info for videos/12363000_1080_1920_24fps.mp4:
  duration time: 8.13 秒
  file size: 12.37 MB
  frame rate: 23.98 fps
  decoder: H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10

帧类型与大小统计:
frame #1: size before decode=65884 bytes, size after decode=4423680 bytes, type=I, timestamp=0.000 seconds
frame #2: size before decode=55093 bytes, size after decode=4423680 bytes, type=B, timestamp=0.042 seconds
frame #3: size before decode=53587 bytes, size after decode=4423680 bytes, type=B, timestamp=0.083 seconds
frame #4: size before decode=95792 bytes, size after decode=4423680 bytes, type=B, timestamp=0.125 seconds
frame #5: size before decode=62916 bytes, size after decode=4423680 bytes, type=P, timestamp=0.167 seconds
frame #6: size before decode=54860 bytes, size after decode=4423680 bytes, type=B, timestamp=0.209 seconds
frame #7: size before decode=49651 bytes, size after decode=4423680 bytes, type=B, timestamp=0.250 seconds
frame #8: size before decode=101973 bytes, size after decode=4423680 bytes, type=B, timestamp=0.292 seconds
frame #9: size before decode=60726 bytes, size after decode=4423680 bytes, type=P, timestamp=0.334 seconds
frame #10: size before decode=50559 bytes, size after decode=4423680 bytes, type=B, timestamp=0.375 seconds
frame #11: size before decode=49108 bytes, size after decode=4423680 bytes, type=B, timestamp=0.417 seconds
frame #12: size before decode=106118 bytes, size after decode=4423680 bytes, type=B, timestamp=0.459 seconds
frame #13: size before decode=58824 bytes, size after decode=4423680 bytes, type=P, timestamp=0.500 seconds
frame #14: size before decode=49507 bytes, size after decode=4423680 bytes, type=B, timestamp=0.542 seconds
frame #15: size before decode=44796 bytes, size after decode=4423680 bytes, type=B, timestamp=0.584 seconds
frame #16: size before decode=109514 bytes, size after decode=4423680 bytes, type=B, timestamp=0.626 seconds
frame #17: size before decode=58439 bytes, size after decode=4423680 bytes, type=P, timestamp=0.667 seconds
frame #18: size before decode=47245 bytes, size after decode=4423680 bytes, type=B, timestamp=0.709 seconds
frame #19: size before decode=43694 bytes, size after decode=4423680 bytes, type=B, timestamp=0.751 seconds
frame #20: size before decode=119878 bytes, size after decode=4423680 bytes, type=B, timestamp=0.792 seconds
frame #21: size before decode=61976 bytes, size after decode=4423680 bytes, type=P, timestamp=0.834 seconds
frame #22: size before decode=47187 bytes, size after decode=4423680 bytes, type=B, timestamp=0.876 seconds
frame #23: size before decode=45078 bytes, size after decode=4423680 bytes, type=B, timestamp=0.918 seconds
frame #24: size before decode=113229 bytes, size after decode=4423680 bytes, type=B, timestamp=0.959 seconds
frame #25: size before decode=58588 bytes, size after decode=4423680 bytes, type=P, timestamp=1.001 seconds
frame #26: size before decode=45411 bytes, size after decode=4423680 bytes, type=B, timestamp=1.043 seconds
frame #27: size before decode=42840 bytes, size after decode=4423680 bytes, type=B, timestamp=1.084 seconds
frame #28: size before decode=116203 bytes, size after decode=4423680 bytes, type=B, timestamp=1.126 seconds
frame #29: size before decode=59682 bytes, size after decode=4423680 bytes, type=P, timestamp=1.168 seconds
frame #30: size before decode=49135 bytes, size after decode=4423680 bytes, type=B, timestamp=1.210 seconds
frame #31: size before decode=42326 bytes, size after decode=4423680 bytes, type=B, timestamp=1.251 seconds
frame #32: size before decode=113809 bytes, size after decode=4423680 bytes, type=B, timestamp=1.293 seconds
frame #33: size before decode=61914 bytes, size after decode=4423680 bytes, type=P, timestamp=1.335 seconds
frame #34: size before decode=47713 bytes, size after decode=4423680 bytes, type=B, timestamp=1.376 seconds
frame #35: size before decode=44033 bytes, size after decode=4423680 bytes, type=B, timestamp=1.418 seconds
frame #36: size before decode=110121 bytes, size after decode=4423680 bytes, type=B, timestamp=1.460 seconds
frame #37: size before decode=60242 bytes, size after decode=4423680 bytes, type=P, timestamp=1.502 seconds
frame #38: size before decode=47973 bytes, size after decode=4423680 bytes, type=B, timestamp=1.543 seconds
frame #39: size before decode=42341 bytes, size after decode=4423680 bytes, type=B, timestamp=1.585 seconds
frame #40: size before decode=105595 bytes, size after decode=4423680 bytes, type=B, timestamp=1.627 seconds
frame #41: size before decode=59510 bytes, size after decode=4423680 bytes, type=P, timestamp=1.668 seconds
frame #42: size before decode=45443 bytes, size after decode=4423680 bytes, type=B, timestamp=1.710 seconds
frame #43: size before decode=43352 bytes, size after decode=4423680 bytes, type=B, timestamp=1.752 seconds
frame #44: size before decode=109684 bytes, size after decode=4423680 bytes, type=B, timestamp=1.793 seconds
frame #45: size before decode=53965 bytes, size after decode=4423680 bytes, type=P, timestamp=1.835 seconds
frame #46: size before decode=39337 bytes, size after decode=4423680 bytes, type=B, timestamp=1.877 seconds
frame #47: size before decode=126006 bytes, size after decode=4423680 bytes, type=B, timestamp=1.919 seconds
frame #48: size before decode=76852 bytes, size after decode=4423680 bytes, type=P, timestamp=1.960 seconds
frame #49: size before decode=42814 bytes, size after decode=4423680 bytes, type=B, timestamp=2.002 seconds
frame #50: size before decode=38975 bytes, size after decode=4423680 bytes, type=B, timestamp=2.044 seconds
frame #51: size before decode=121669 bytes, size after decode=4423680 bytes, type=B, timestamp=2.085 seconds
frame #52: size before decode=69618 bytes, size after decode=4423680 bytes, type=P, timestamp=2.127 seconds
frame #53: size before decode=38723 bytes, size after decode=4423680 bytes, type=B, timestamp=2.169 seconds
frame #54: size before decode=38115 bytes, size after decode=4423680 bytes, type=B, timestamp=2.211 seconds
frame #55: size before decode=121551 bytes, size after decode=4423680 bytes, type=B, timestamp=2.252 seconds
frame #56: size before decode=67935 bytes, size after decode=4423680 bytes, type=P, timestamp=2.294 seconds
frame #57: size before decode=38755 bytes, size after decode=4423680 bytes, type=B, timestamp=2.336 seconds
frame #58: size before decode=37709 bytes, size after decode=4423680 bytes, type=B, timestamp=2.377 seconds
frame #59: size before decode=124764 bytes, size after decode=4423680 bytes, type=B, timestamp=2.419 seconds
