print meta info for videos/13247014_1280_720_24fps.mp4:
  duration time: 22.23 秒
  file size: 3.16 MB
  frame rate: 23.98 fps
  decoder: H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10

帧类型与大小统计:
frame #1: size before decode=5063 bytes, size after decode=1843200 bytes, type=I, timestamp=0.000 seconds
frame #2: size before decode=3286 bytes, size after decode=1843200 bytes, type=B, timestamp=0.042 seconds
frame #3: size before decode=2418 bytes, size after decode=1843200 bytes, type=B, timestamp=0.083 seconds
frame #4: size before decode=29541 bytes, size after decode=1843200 bytes, type=B, timestamp=0.125 seconds
frame #5: size before decode=5525 bytes, size after decode=1843200 bytes, type=P, timestamp=0.167 seconds
frame #6: size before decode=3255 bytes, size after decode=1843200 bytes, type=B, timestamp=0.209 seconds
frame #7: size before decode=2386 bytes, size after decode=1843200 bytes, type=B, timestamp=0.250 seconds
frame #8: size before decode=30318 bytes, size after decode=1843200 bytes, type=B, timestamp=0.292 seconds
frame #9: size before decode=5175 bytes, size after decode=1843200 bytes, type=P, timestamp=0.334 seconds
frame #10: size before decode=3281 bytes, size after decode=1843200 bytes, type=B, timestamp=0.375 seconds
frame #11: size before decode=2279 bytes, size after decode=1843200 bytes, type=B, timestamp=0.417 seconds
frame #12: size before decode=30493 bytes, size after decode=1843200 bytes, type=B, timestamp=0.459 seconds
frame #13: size before decode=4080 bytes, size after decode=1843200 bytes, type=P, timestamp=0.500 seconds
frame #14: size before decode=2176 bytes, size after decode=1843200 bytes, type=B, timestamp=0.542 seconds
frame #15: size before decode=2220 bytes, size after decode=1843200 bytes, type=B, timestamp=0.584 seconds
frame #16: size before decode=30918 bytes, size after decode=1843200 bytes, type=B, timestamp=0.626 seconds
frame #17: size before decode=4575 bytes, size after decode=1843200 bytes, type=P, timestamp=0.667 seconds
frame #18: size before decode=2409 bytes, size after decode=1843200 bytes, type=B, timestamp=0.709 seconds
frame #19: size before decode=2127 bytes, size after decode=1843200 bytes, type=B, timestamp=0.751 seconds
frame #20: size before decode=32413 bytes, size after decode=1843200 bytes, type=B, timestamp=0.792 seconds
frame #21: size before decode=4642 bytes, size after decode=1843200 bytes, type=P, timestamp=0.834 seconds
frame #22: size before decode=2302 bytes, size after decode=1843200 bytes, type=B, timestamp=0.876 seconds
frame #23: size before decode=2462 bytes, size after decode=1843200 bytes, type=B, timestamp=0.918 seconds
frame #24: size before decode=31151 bytes, size after decode=1843200 bytes, type=B, timestamp=0.959 seconds
frame #25: size before decode=4102 bytes, size after decode=1843200 bytes, type=P, timestamp=1.001 seconds
frame #26: size before decode=2302 bytes, size after decode=1843200 bytes, type=B, timestamp=1.043 seconds
frame #27: size before decode=2059 bytes, size after decode=1843200 bytes, type=B, timestamp=1.084 seconds
frame #28: size before decode=30814 bytes, size after decode=1843200 bytes, type=B, timestamp=1.126 seconds
frame #29: size before decode=4062 bytes, size after decode=1843200 bytes, type=P, timestamp=1.168 seconds
frame #30: size before decode=2212 bytes, size after decode=1843200 bytes, type=B, timestamp=1.210 seconds
frame #31: size before decode=2218 bytes, size after decode=1843200 bytes, type=B, timestamp=1.251 seconds
frame #32: size before decode=30082 bytes, size after decode=1843200 bytes, type=B, timestamp=1.293 seconds
frame #33: size before decode=3921 bytes, size after decode=1843200 bytes, type=P, timestamp=1.335 seconds
frame #34: size before decode=2309 bytes, size after decode=1843200 bytes, type=B, timestamp=1.376 seconds
frame #35: size before decode=2081 bytes, size after decode=1843200 bytes, type=B, timestamp=1.418 seconds
frame #36: size before decode=32090 bytes, size after decode=1843200 bytes, type=B, timestamp=1.460 seconds
frame #37: size before decode=4239 bytes, size after decode=1843200 bytes, type=P, timestamp=1.502 seconds
frame #38: size before decode=2085 bytes, size after decode=1843200 bytes, type=B, timestamp=1.543 seconds
frame #39: size before decode=2038 bytes, size after decode=1843200 bytes, type=B, timestamp=1.585 seconds
frame #40: size before decode=31223 bytes, size after decode=1843200 bytes, type=B, timestamp=1.627 seconds
frame #41: size before decode=3816 bytes, size after decode=1843200 bytes, type=P, timestamp=1.668 seconds
frame #42: size before decode=2149 bytes, size after decode=1843200 bytes, type=B, timestamp=1.710 seconds
frame #43: size before decode=2083 bytes, size after decode=1843200 bytes, type=B, timestamp=1.752 seconds
frame #44: size before decode=27264 bytes, size after decode=1843200 bytes, type=B, timestamp=1.793 seconds
frame #45: size before decode=3804 bytes, size after decode=1843200 bytes, type=P, timestamp=1.835 seconds
frame #46: size before decode=2305 bytes, size after decode=1843200 bytes, type=B, timestamp=1.877 seconds
frame #47: size before decode=2107 bytes, size after decode=1843200 bytes, type=B, timestamp=1.919 seconds
frame #48: size before decode=30500 bytes, size after decode=1843200 bytes, type=B, timestamp=1.960 seconds
frame #49: size before decode=3714 bytes, size after decode=1843200 bytes, type=P, timestamp=2.002 seconds
frame #50: size before decode=2154 bytes, size after decode=1843200 bytes, type=B, timestamp=2.044 seconds
frame #51: size before decode=1914 bytes, size after decode=1843200 bytes, type=B, timestamp=2.085 seconds
frame #52: size before decode=27056 bytes, size after decode=1843200 bytes, type=B, timestamp=2.127 seconds
frame #53: size before decode=3929 bytes, size after decode=1843200 bytes, type=P, timestamp=2.169 seconds
frame #54: size before decode=2005 bytes, size after decode=1843200 bytes, type=B, timestamp=2.211 seconds
frame #55: size before decode=1961 bytes, size after decode=1843200 bytes, type=B, timestamp=2.252 seconds
frame #56: size before decode=25813 bytes, size after decode=1843200 bytes, type=B, timestamp=2.294 seconds
frame #57: size before decode=3765 bytes, size after decode=1843200 bytes, type=P, timestamp=2.336 seconds
frame #58: size before decode=1937 bytes, size after decode=1843200 bytes, type=B, timestamp=2.377 seconds
frame #59: size before decode=1875 bytes, size after decode=1843200 bytes, type=B, timestamp=2.419 seconds
frame #60: size before decode=29141 bytes, size after decode=1843200 bytes, type=B, timestamp=2.461 seconds
frame #61: size before decode=3847 bytes, size after decode=1843200 bytes, type=P, timestamp=2.502 seconds
frame #62: size before decode=1984 bytes, size after decode=1843200 bytes, type=B, timestamp=2.544 seconds
frame #63: size before decode=2121 bytes, size after decode=1843200 bytes, type=B, timestamp=2.586 seconds
frame #64: size before decode=29073 bytes, size after decode=1843200 bytes, type=B, timestamp=2.628 seconds
frame #65: size before decode=3963 bytes, size after decode=1843200 bytes, type=P, timestamp=2.669 seconds
frame #66: size before decode=1890 bytes, size after decode=1843200 bytes, type=B, timestamp=2.711 seconds
frame #67: size before decode=2003 bytes, size after decode=1843200 bytes, type=B, timestamp=2.753 seconds
frame #68: size before decode=29749 bytes, size after decode=1843200 bytes, type=B, timestamp=2.794 seconds
frame #69: size before decode=3969 bytes, size after decode=1843200 bytes, type=P, timestamp=2.836 seconds
frame #70: size before decode=2010 bytes, size after decode=1843200 bytes, type=B, timestamp=2.878 seconds
frame #71: size before decode=2168 bytes, size after decode=1843200 bytes, type=B, timestamp=2.920 seconds
