print meta info for videos/3013010-hd_1920_1080_25fps.mp4:
  duration time: 15.40 秒
  file size: 9.93 MB
  frame rate: 25.00 fps
  decoder: H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10

帧类型与大小统计:
frame #1: size before decode=269 bytes, size after decode=4147200 bytes, type=I, timestamp=0.000 seconds
frame #2: size before decode=90109 bytes, size after decode=4147200 bytes, type=B, timestamp=0.040 seconds
frame #3: size before decode=27323 bytes, size after decode=4147200 bytes, type=P, timestamp=0.080 seconds
frame #4: size before decode=2555 bytes, size after decode=4147200 bytes, type=B, timestamp=0.120 seconds
frame #5: size before decode=1194 bytes, size after decode=4147200 bytes, type=B, timestamp=0.160 seconds
frame #6: size before decode=35950 bytes, size after decode=4147200 bytes, type=B, timestamp=0.200 seconds
frame #7: size before decode=2493 bytes, size after decode=4147200 bytes, type=P, timestamp=0.240 seconds
frame #8: size before decode=1321 bytes, size after decode=4147200 bytes, type=B, timestamp=0.280 seconds
frame #9: size before decode=86646 bytes, size after decode=4147200 bytes, type=B, timestamp=0.320 seconds
frame #10: size before decode=54909 bytes, size after decode=4147200 bytes, type=P, timestamp=0.360 seconds
frame #11: size before decode=2678 bytes, size after decode=4147200 bytes, type=P, timestamp=0.400 seconds
frame #12: size before decode=846 bytes, size after decode=4147200 bytes, type=B, timestamp=0.440 seconds
frame #13: size before decode=1093 bytes, size after decode=4147200 bytes, type=B, timestamp=0.480 seconds
frame #14: size before decode=64069 bytes, size after decode=4147200 bytes, type=B, timestamp=0.520 seconds
frame #15: size before decode=44322 bytes, size after decode=4147200 bytes, type=P, timestamp=0.560 seconds
frame #16: size before decode=2693 bytes, size after decode=4147200 bytes, type=P, timestamp=0.600 seconds
frame #17: size before decode=829 bytes, size after decode=4147200 bytes, type=B, timestamp=0.640 seconds
frame #18: size before decode=1166 bytes, size after decode=4147200 bytes, type=B, timestamp=0.680 seconds
frame #19: size before decode=74257 bytes, size after decode=4147200 bytes, type=B, timestamp=0.720 seconds
frame #20: size before decode=35170 bytes, size after decode=4147200 bytes, type=P, timestamp=0.760 seconds
frame #21: size before decode=2064 bytes, size after decode=4147200 bytes, type=B, timestamp=0.800 seconds
frame #22: size before decode=585 bytes, size after decode=4147200 bytes, type=B, timestamp=0.840 seconds
frame #23: size before decode=46729 bytes, size after decode=4147200 bytes, type=B, timestamp=0.880 seconds
frame #24: size before decode=2586 bytes, size after decode=4147200 bytes, type=P, timestamp=0.920 seconds
frame #25: size before decode=847 bytes, size after decode=4147200 bytes, type=B, timestamp=0.960 seconds
frame #26: size before decode=70658 bytes, size after decode=4147200 bytes, type=B, timestamp=1.000 seconds
frame #27: size before decode=36037 bytes, size after decode=4147200 bytes, type=P, timestamp=1.040 seconds
frame #28: size before decode=2232 bytes, size after decode=4147200 bytes, type=B, timestamp=1.080 seconds
frame #29: size before decode=672 bytes, size after decode=4147200 bytes, type=B, timestamp=1.120 seconds
