print meta info for videos/13847953_3840_2160_30fps.mp4:
  duration time: 37.47 秒
  file size: 104.35 MB
  frame rate: 30.00 fps
  decoder: H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10

帧类型与大小统计:
frame #1: size before decode=222966 bytes, size after decode=16588800 bytes, type=I, timestamp=0.000 seconds
frame #2: size before decode=127233 bytes, size after decode=16588800 bytes, type=B, timestamp=0.033 seconds
frame #3: size before decode=138279 bytes, size after decode=16588800 bytes, type=B, timestamp=0.067 seconds
frame #4: size before decode=218801 bytes, size after decode=16588800 bytes, type=B, timestamp=0.100 seconds
frame #5: size before decode=172958 bytes, size after decode=16588800 bytes, type=P, timestamp=0.133 seconds
frame #6: size before decode=132321 bytes, size after decode=16588800 bytes, type=B, timestamp=0.167 seconds
frame #7: size before decode=115172 bytes, size after decode=16588800 bytes, type=B, timestamp=0.200 seconds
frame #8: size before decode=171299 bytes, size after decode=16588800 bytes, type=B, timestamp=0.233 seconds
frame #9: size before decode=132693 bytes, size after decode=16588800 bytes, type=P, timestamp=0.267 seconds
frame #10: size before decode=181263 bytes, size after decode=16588800 bytes, type=B, timestamp=0.300 seconds
frame #11: size before decode=121523 bytes, size after decode=16588800 bytes, type=P, timestamp=0.333 seconds
frame #12: size before decode=184876 bytes, size after decode=16588800 bytes, type=B, timestamp=0.367 seconds
frame #13: size before decode=120798 bytes, size after decode=16588800 bytes, type=P, timestamp=0.400 seconds
frame #14: size before decode=179284 bytes, size after decode=16588800 bytes, type=B, timestamp=0.433 seconds
frame #15: size before decode=122754 bytes, size after decode=16588800 bytes, type=P, timestamp=0.467 seconds
frame #16: size before decode=183435 bytes, size after decode=16588800 bytes, type=B, timestamp=0.500 seconds
frame #17: size before decode=125541 bytes, size after decode=16588800 bytes, type=P, timestamp=0.533 seconds
frame #18: size before decode=180008 bytes, size after decode=16588800 bytes, type=B, timestamp=0.567 seconds
frame #19: size before decode=117575 bytes, size after decode=16588800 bytes, type=P, timestamp=0.600 seconds
frame #20: size before decode=184795 bytes, size after decode=16588800 bytes, type=B, timestamp=0.633 seconds
frame #21: size before decode=118675 bytes, size after decode=16588800 bytes, type=P, timestamp=0.667 seconds
frame #22: size before decode=175093 bytes, size after decode=16588800 bytes, type=B, timestamp=0.700 seconds
frame #23: size before decode=121611 bytes, size after decode=16588800 bytes, type=P, timestamp=0.733 seconds
frame #24: size before decode=172984 bytes, size after decode=16588800 bytes, type=B, timestamp=0.767 seconds
frame #25: size before decode=124544 bytes, size after decode=16588800 bytes, type=P, timestamp=0.800 seconds
frame #26: size before decode=163899 bytes, size after decode=16588800 bytes, type=B, timestamp=0.833 seconds
frame #27: size before decode=122398 bytes, size after decode=16588800 bytes, type=P, timestamp=0.867 seconds
frame #28: size before decode=244312 bytes, size after decode=16588800 bytes, type=B, timestamp=0.900 seconds
frame #29: size before decode=204553 bytes, size after decode=16588800 bytes, type=P, timestamp=0.933 seconds
frame #30: size before decode=192906 bytes, size after decode=16588800 bytes, type=B, timestamp=0.967 seconds
frame #31: size before decode=147539 bytes, size after decode=16588800 bytes, type=B, timestamp=1.000 seconds
frame #32: size before decode=192137 bytes, size after decode=16588800 bytes, type=B, timestamp=1.033 seconds
