print meta info for videos/13793490_1920_1080_30fps.mp4:
  duration time: 5.73 秒
  file size: 2.54 MB
  frame rate: 30.00 fps
  decoder: H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10

帧类型与大小统计:
frame #1: size before decode=11887 bytes, size after decode=4147200 bytes, type=I, timestamp=0.000 seconds
frame #2: size before decode=5553 bytes, size after decode=4147200 bytes, type=B, timestamp=0.033 seconds
frame #3: size before decode=3705 bytes, size after decode=4147200 bytes, type=B, timestamp=0.067 seconds
frame #4: size before decode=40060 bytes, size after decode=4147200 bytes, type=B, timestamp=0.100 seconds
frame #5: size before decode=12494 bytes, size after decode=4147200 bytes, type=P, timestamp=0.133 seconds
frame #6: size before decode=6840 bytes, size after decode=4147200 bytes, type=B, timestamp=0.167 seconds
frame #7: size before decode=3629 bytes, size after decode=4147200 bytes, type=B, timestamp=0.200 seconds
frame #8: size before decode=41432 bytes, size after decode=4147200 bytes, type=B, timestamp=0.233 seconds
frame #9: size before decode=13204 bytes, size after decode=4147200 bytes, type=P, timestamp=0.267 seconds
frame #10: size before decode=7475 bytes, size after decode=4147200 bytes, type=B, timestamp=0.300 seconds
frame #11: size before decode=4006 bytes, size after decode=4147200 bytes, type=B, timestamp=0.333 seconds
frame #12: size before decode=42850 bytes, size after decode=4147200 bytes, type=B, timestamp=0.367 seconds
frame #13: size before decode=13480 bytes, size after decode=4147200 bytes, type=P, timestamp=0.400 seconds
frame #14: size before decode=4787 bytes, size after decode=4147200 bytes, type=B, timestamp=0.433 seconds
frame #15: size before decode=3743 bytes, size after decode=4147200 bytes, type=B, timestamp=0.467 seconds
frame #16: size before decode=42096 bytes, size after decode=4147200 bytes, type=B, timestamp=0.500 seconds
frame #17: size before decode=14028 bytes, size after decode=4147200 bytes, type=P, timestamp=0.533 seconds
frame #18: size before decode=4582 bytes, size after decode=4147200 bytes, type=B, timestamp=0.567 seconds
frame #19: size before decode=4918 bytes, size after decode=4147200 bytes, type=B, timestamp=0.600 seconds
frame #20: size before decode=40175 bytes, size after decode=4147200 bytes, type=B, timestamp=0.633 seconds
frame #21: size before decode=13991 bytes, size after decode=4147200 bytes, type=P, timestamp=0.667 seconds
frame #22: size before decode=4819 bytes, size after decode=4147200 bytes, type=B, timestamp=0.700 seconds
frame #23: size before decode=4426 bytes, size after decode=4147200 bytes, type=B, timestamp=0.733 seconds
frame #24: size before decode=44024 bytes, size after decode=4147200 bytes, type=B, timestamp=0.767 seconds
