print meta info for videos/13747135_1080_1920_30fps.mp4:
  duration time: 9.50 秒
  file size: 6.06 MB
  frame rate: 30.00 fps
  decoder: H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10

帧类型与大小统计:
frame #1: size before decode=7996 bytes, size after decode=4423680 bytes, type=I, timestamp=0.000 seconds
frame #2: size before decode=5248 bytes, size after decode=4423680 bytes, type=B, timestamp=0.033 seconds
frame #3: size before decode=3626 bytes, size after decode=4423680 bytes, type=B, timestamp=0.067 seconds
frame #4: size before decode=57991 bytes, size after decode=4423680 bytes, type=B, timestamp=0.100 seconds
frame #5: size before decode=11806 bytes, size after decode=4423680 bytes, type=P, timestamp=0.133 seconds
frame #6: size before decode=6367 bytes, size after decode=4423680 bytes, type=B, timestamp=0.167 seconds
frame #7: size before decode=3893 bytes, size after decode=4423680 bytes, type=B, timestamp=0.200 seconds
frame #8: size before decode=56475 bytes, size after decode=4423680 bytes, type=B, timestamp=0.233 seconds
frame #9: size before decode=4523 bytes, size after decode=4423680 bytes, type=P, timestamp=0.267 seconds
frame #10: size before decode=77322 bytes, size after decode=4423680 bytes, type=B, timestamp=0.300 seconds
frame #11: size before decode=9020 bytes, size after decode=4423680 bytes, type=P, timestamp=0.333 seconds
frame #12: size before decode=5657 bytes, size after decode=4423680 bytes, type=B, timestamp=0.367 seconds
frame #13: size before decode=3627 bytes, size after decode=4423680 bytes, type=B, timestamp=0.400 seconds
frame #14: size before decode=72839 bytes, size after decode=4423680 bytes, type=B, timestamp=0.433 seconds
frame #15: size before decode=7106 bytes, size after decode=4423680 bytes, type=P, timestamp=0.467 seconds
frame #16: size before decode=3682 bytes, size after decode=4423680 bytes, type=B, timestamp=0.500 seconds
frame #17: size before decode=3664 bytes, size after decode=4423680 bytes, type=B, timestamp=0.533 seconds
frame #18: size before decode=78494 bytes, size after decode=4423680 bytes, type=B, timestamp=0.567 seconds
frame #19: size before decode=6889 bytes, size after decode=4423680 bytes, type=P, timestamp=0.600 seconds
frame #20: size before decode=4158 bytes, size after decode=4423680 bytes, type=B, timestamp=0.633 seconds
frame #21: size before decode=3271 bytes, size after decode=4423680 bytes, type=B, timestamp=0.667 seconds
frame #22: size before decode=69878 bytes, size after decode=4423680 bytes, type=B, timestamp=0.700 seconds
frame #23: size before decode=7056 bytes, size after decode=4423680 bytes, type=P, timestamp=0.733 seconds
frame #24: size before decode=4315 bytes, size after decode=4423680 bytes, type=B, timestamp=0.767 seconds
frame #25: size before decode=3897 bytes, size after decode=4423680 bytes, type=B, timestamp=0.800 seconds
frame #26: size before decode=59420 bytes, size after decode=4423680 bytes, type=B, timestamp=0.833 seconds
frame #27: size before decode=7919 bytes, size after decode=4423680 bytes, type=P, timestamp=0.867 seconds
frame #28: size before decode=4518 bytes, size after decode=4423680 bytes, type=B, timestamp=0.900 seconds
frame #29: size before decode=4250 bytes, size after decode=4423680 bytes, type=B, timestamp=0.933 seconds
frame #30: size before decode=81053 bytes, size after decode=4423680 bytes, type=B, timestamp=0.967 seconds
frame #31: size before decode=6595 bytes, size after decode=4423680 bytes, type=P, timestamp=1.000 seconds
frame #32: size before decode=5543 bytes, size after decode=4423680 bytes, type=B, timestamp=1.033 seconds
frame #33: size before decode=3165 bytes, size after decode=4423680 bytes, type=B, timestamp=1.067 seconds
