print meta info for videos/12806028_1280_720_60fps.mp4:
  duration time: 15.80 秒
  file size: 7.04 MB
  frame rate: 60.00 fps
  decoder: H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10

帧类型与大小统计:
frame #1: size before decode=3200 bytes, size after decode=1843200 bytes, type=I, timestamp=0.000 seconds
frame #2: size before decode=1651 bytes, size after decode=1843200 bytes, type=B, timestamp=0.017 seconds
frame #3: size before decode=1516 bytes, size after decode=1843200 bytes, type=B, timestamp=0.033 seconds
frame #4: size before decode=26807 bytes, size after decode=1843200 bytes, type=B, timestamp=0.050 seconds
frame #5: size before decode=2699 bytes, size after decode=1843200 bytes, type=P, timestamp=0.067 seconds
frame #6: size before decode=1759 bytes, size after decode=1843200 bytes, type=B, timestamp=0.083 seconds
frame #7: size before decode=1964 bytes, size after decode=1843200 bytes, type=B, timestamp=0.100 seconds
frame #8: size before decode=28240 bytes, size after decode=1843200 bytes, type=B, timestamp=0.117 seconds
frame #9: size before decode=2197 bytes, size after decode=1843200 bytes, type=P, timestamp=0.133 seconds
frame #10: size before decode=2114 bytes, size after decode=1843200 bytes, type=B, timestamp=0.150 seconds
frame #11: size before decode=1373 bytes, size after decode=1843200 bytes, type=B, timestamp=0.167 seconds
frame #12: size before decode=26488 bytes, size after decode=1843200 bytes, type=B, timestamp=0.183 seconds
frame #13: size before decode=2840 bytes, size after decode=1843200 bytes, type=P, timestamp=0.200 seconds
frame #14: size before decode=1259 bytes, size after decode=1843200 bytes, type=B, timestamp=0.217 seconds
frame #15: size before decode=2258 bytes, size after decode=1843200 bytes, type=B, timestamp=0.233 seconds
frame #16: size before decode=26176 bytes, size after decode=1843200 bytes, type=B, timestamp=0.250 seconds
frame #17: size before decode=2455 bytes, size after decode=1843200 bytes, type=P, timestamp=0.267 seconds
frame #18: size before decode=1229 bytes, size after decode=1843200 bytes, type=B, timestamp=0.283 seconds
frame #19: size before decode=1315 bytes, size after decode=1843200 bytes, type=B, timestamp=0.300 seconds
frame #20: size before decode=27969 bytes, size after decode=1843200 bytes, type=B, timestamp=0.317 seconds
frame #21: size before decode=1857 bytes, size after decode=1843200 bytes, type=P, timestamp=0.333 seconds
frame #22: size before decode=1578 bytes, size after decode=1843200 bytes, type=B, timestamp=0.350 seconds
frame #23: size before decode=1199 bytes, size after decode=1843200 bytes, type=B, timestamp=0.367 seconds
frame #24: size before decode=21284 bytes, size after decode=1843200 bytes, type=B, timestamp=0.383 seconds
frame #25: size before decode=782 bytes, size after decode=1843200 bytes, type=P, timestamp=0.400 seconds
frame #26: size before decode=651 bytes, size after decode=1843200 bytes, type=B, timestamp=0.417 seconds
frame #27: size before decode=22631 bytes, size after decode=1843200 bytes, type=B, timestamp=0.433 seconds
