print meta info for videos/12876315-hd_1280_720_60fps.mp4:
  duration time: 19.54 秒
  file size: 6.79 MB
  frame rate: 59.94 fps
  decoder: H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10

帧类型与大小统计:
frame #1: size before decode=354 bytes, size after decode=1843200 bytes, type=I, timestamp=0.000 seconds
frame #2: size before decode=428 bytes, size after decode=1843200 bytes, type=B, timestamp=0.017 seconds
frame #3: size before decode=16896 bytes, size after decode=1843200 bytes, type=B, timestamp=0.033 seconds
frame #4: size before decode=2083 bytes, size after decode=1843200 bytes, type=P, timestamp=0.050 seconds
frame #5: size before decode=24206 bytes, size after decode=1843200 bytes, type=P, timestamp=0.067 seconds
frame #6: size before decode=1768 bytes, size after decode=1843200 bytes, type=P, timestamp=0.083 seconds
frame #7: size before decode=475 bytes, size after decode=1843200 bytes, type=B, timestamp=0.100 seconds
frame #8: size before decode=418 bytes, size after decode=1843200 bytes, type=B, timestamp=0.117 seconds
frame #9: size before decode=23667 bytes, size after decode=1843200 bytes, type=B, timestamp=0.133 seconds
frame #10: size before decode=4550 bytes, size after decode=1843200 bytes, type=P, timestamp=0.150 seconds
frame #11: size before decode=14804 bytes, size after decode=1843200 bytes, type=P, timestamp=0.167 seconds
frame #12: size before decode=9014 bytes, size after decode=1843200 bytes, type=P, timestamp=0.184 seconds
frame #13: size before decode=19974 bytes, size after decode=1843200 bytes, type=P, timestamp=0.200 seconds
frame #14: size before decode=256 bytes, size after decode=1843200 bytes, type=P, timestamp=0.217 seconds
frame #15: size before decode=18661 bytes, size after decode=1843200 bytes, type=B, timestamp=0.234 seconds
frame #16: size before decode=1431 bytes, size after decode=1843200 bytes, type=P, timestamp=0.250 seconds
frame #17: size before decode=346 bytes, size after decode=1843200 bytes, type=B, timestamp=0.267 seconds
frame #18: size before decode=423 bytes, size after decode=1843200 bytes, type=B, timestamp=0.284 seconds
frame #19: size before decode=23861 bytes, size after decode=1843200 bytes, type=B, timestamp=0.300 seconds
frame #20: size before decode=3238 bytes, size after decode=1843200 bytes, type=P, timestamp=0.317 seconds
frame #21: size before decode=17824 bytes, size after decode=1843200 bytes, type=P, timestamp=0.334 seconds
frame #22: size before decode=1263 bytes, size after decode=1843200 bytes, type=P, timestamp=0.350 seconds
frame #23: size before decode=391 bytes, size after decode=1843200 bytes, type=B, timestamp=0.367 seconds
frame #24: size before decode=382 bytes, size after decode=1843200 bytes, type=B, timestamp=0.384 seconds
frame #25: size before decode=42830 bytes, size after decode=1843200 bytes, type=B, timestamp=0.400 seconds
frame #26: size before decode=1605 bytes, size after decode=1843200 bytes, type=P, timestamp=0.417 seconds
frame #27: size before decode=216 bytes, size after decode=1843200 bytes, type=B, timestamp=0.434 seconds
frame #28: size before decode=154 bytes, size after decode=1843200 bytes, type=B, timestamp=0.450 seconds
frame #29: size before decode=20542 bytes, size after decode=1843200 bytes, type=B, timestamp=0.467 seconds
frame #30: size before decode=1561 bytes, size after decode=1843200 bytes, type=P, timestamp=0.484 seconds
frame #31: size before decode=347 bytes, size after decode=1843200 bytes, type=B, timestamp=0.501 seconds
frame #32: size before decode=253 bytes, size after decode=1843200 bytes, type=B, timestamp=0.517 seconds
frame #33: size before decode=32694 bytes, size after decode=1843200 bytes, type=B, timestamp=0.534 seconds
frame #34: size before decode=1443 bytes, size after decode=1843200 bytes, type=P, timestamp=0.551 seconds
frame #35: size before decode=212 bytes, size after decode=1843200 bytes, type=B, timestamp=0.567 seconds
frame #36: size before decode=246 bytes, size after decode=1843200 bytes, type=B, timestamp=0.584 seconds
frame #37: size before decode=19479 bytes, size after decode=1843200 bytes, type=B, timestamp=0.601 seconds
frame #38: size before decode=1340 bytes, size after decode=1843200 bytes, type=P, timestamp=0.617 seconds
frame #39: size before decode=455 bytes, size after decode=1843200 bytes, type=B, timestamp=0.634 seconds
frame #40: size before decode=345 bytes, size after decode=1843200 bytes, type=B, timestamp=0.651 seconds
frame #41: size before decode=18267 bytes, size after decode=1843200 bytes, type=B, timestamp=0.667 seconds
frame #42: size before decode=275 bytes, size after decode=1843200 bytes, type=P, timestamp=0.684 seconds
frame #43: size before decode=28130 bytes, size after decode=1843200 bytes, type=B, timestamp=0.701 seconds
frame #44: size before decode=1439 bytes, size after decode=1843200 bytes, type=P, timestamp=0.717 seconds
frame #45: size before decode=307 bytes, size after decode=1843200 bytes, type=B, timestamp=0.734 seconds
frame #46: size before decode=236 bytes, size after decode=1843200 bytes, type=B, timestamp=0.751 seconds
frame #47: size before decode=25163 bytes, size after decode=1843200 bytes, type=B, timestamp=0.767 seconds
frame #48: size before decode=1245 bytes, size after decode=1843200 bytes, type=P, timestamp=0.784 seconds
frame #49: size before decode=351 bytes, size after decode=1843200 bytes, type=B, timestamp=0.801 seconds
frame #50: size before decode=347 bytes, size after decode=1843200 bytes, type=B, timestamp=0.817 seconds
frame #51: size before decode=24925 bytes, size after decode=1843200 bytes, type=B, timestamp=0.834 seconds
