print meta info for videos/13848215_2160_3840_30fps.mp4:
  duration time: 46.71 秒
  file size: 57.21 MB
  frame rate: 29.97 fps
  decoder: H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10

帧类型与大小统计:
frame #1: size before decode=33690 bytes, size after decode=16711680 bytes, type=I, timestamp=0.000 seconds
frame #2: size before decode=36827 bytes, size after decode=16711680 bytes, type=B, timestamp=0.033 seconds
frame #3: size before decode=22018 bytes, size after decode=16711680 bytes, type=B, timestamp=0.067 seconds
frame #4: size before decode=92513 bytes, size after decode=16711680 bytes, type=B, timestamp=0.100 seconds
frame #5: size before decode=27505 bytes, size after decode=16711680 bytes, type=P, timestamp=0.133 seconds
frame #6: size before decode=26133 bytes, size after decode=16711680 bytes, type=B, timestamp=0.167 seconds
frame #7: size before decode=20630 bytes, size after decode=16711680 bytes, type=B, timestamp=0.200 seconds
frame #8: size before decode=97329 bytes, size after decode=16711680 bytes, type=B, timestamp=0.234 seconds
frame #9: size before decode=30527 bytes, size after decode=16711680 bytes, type=P, timestamp=0.267 seconds
frame #10: size before decode=28588 bytes, size after decode=16711680 bytes, type=B, timestamp=0.300 seconds
frame #11: size before decode=22028 bytes, size after decode=16711680 bytes, type=B, timestamp=0.334 seconds
frame #12: size before decode=92982 bytes, size after decode=16711680 bytes, type=B, timestamp=0.367 seconds
frame #13: size before decode=30080 bytes, size after decode=16711680 bytes, type=P, timestamp=0.400 seconds
frame #14: size before decode=27729 bytes, size after decode=16711680 bytes, type=B, timestamp=0.434 seconds
frame #15: size before decode=21597 bytes, size after decode=16711680 bytes, type=B, timestamp=0.467 seconds
frame #16: size before decode=87642 bytes, size after decode=16711680 bytes, type=B, timestamp=0.501 seconds
frame #17: size before decode=32964 bytes, size after decode=16711680 bytes, type=P, timestamp=0.534 seconds
frame #18: size before decode=24113 bytes, size after decode=16711680 bytes, type=B, timestamp=0.567 seconds
frame #19: size before decode=20425 bytes, size after decode=16711680 bytes, type=B, timestamp=0.601 seconds
frame #20: size before decode=86049 bytes, size after decode=16711680 bytes, type=B, timestamp=0.634 seconds
frame #21: size before decode=24606 bytes, size after decode=16711680 bytes, type=P, timestamp=0.667 seconds
frame #22: size before decode=24875 bytes, size after decode=16711680 bytes, type=B, timestamp=0.701 seconds
frame #23: size before decode=18685 bytes, size after decode=16711680 bytes, type=B, timestamp=0.734 seconds
frame #24: size before decode=78413 bytes, size after decode=16711680 bytes, type=B, timestamp=0.767 seconds
frame #25: size before decode=24089 bytes, size after decode=16711680 bytes, type=P, timestamp=0.801 seconds
frame #26: size before decode=19675 bytes, size after decode=16711680 bytes, type=B, timestamp=0.834 seconds
frame #27: size before decode=18771 bytes, size after decode=16711680 bytes, type=B, timestamp=0.868 seconds
frame #28: size before decode=108706 bytes, size after decode=16711680 bytes, type=B, timestamp=0.901 seconds
frame #29: size before decode=41227 bytes, size after decode=16711680 bytes, type=P, timestamp=0.934 seconds
frame #30: size before decode=21309 bytes, size after decode=16711680 bytes, type=B, timestamp=0.968 seconds
frame #31: size before decode=24100 bytes, size after decode=16711680 bytes, type=B, timestamp=1.001 seconds
frame #32: size before decode=90155 bytes, size after decode=16711680 bytes, type=B, timestamp=1.034 seconds
frame #33: size before decode=37777 bytes, size after decode=16711680 bytes, type=P, timestamp=1.068 seconds
frame #34: size before decode=25710 bytes, size after decode=16711680 bytes, type=B, timestamp=1.101 seconds
frame #35: size before decode=24189 bytes, size after decode=16711680 bytes, type=B, timestamp=1.134 seconds
