print meta info for videos/13849015_2160_3840_25fps.mp4:
  duration time: 37.16 秒
  file size: 177.53 MB
  frame rate: 25.00 fps
  decoder: H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10

帧类型与大小统计:
frame #1: size before decode=24413 bytes, size after decode=16711680 bytes, type=I, timestamp=0.000 seconds
frame #2: size before decode=259516 bytes, size after decode=16711680 bytes, type=B, timestamp=0.040 seconds
frame #3: size before decode=26917 bytes, size after decode=16711680 bytes, type=P, timestamp=0.080 seconds
frame #4: size before decode=365926 bytes, size after decode=16711680 bytes, type=B, timestamp=0.120 seconds
frame #5: size before decode=42064 bytes, size after decode=16711680 bytes, type=P, timestamp=0.160 seconds
frame #6: size before decode=26950 bytes, size after decode=16711680 bytes, type=B, timestamp=0.200 seconds
frame #7: size before decode=440411 bytes, size after decode=16711680 bytes, type=B, timestamp=0.240 seconds
frame #8: size before decode=63637 bytes, size after decode=16711680 bytes, type=P, timestamp=0.280 seconds
frame #9: size before decode=18657 bytes, size after decode=16711680 bytes, type=B, timestamp=0.320 seconds
frame #10: size before decode=257884 bytes, size after decode=16711680 bytes, type=B, timestamp=0.360 seconds
frame #11: size before decode=21379 bytes, size after decode=16711680 bytes, type=P, timestamp=0.400 seconds
frame #12: size before decode=240525 bytes, size after decode=16711680 bytes, type=B, timestamp=0.440 seconds
frame #13: size before decode=23701 bytes, size after decode=16711680 bytes, type=P, timestamp=0.480 seconds
frame #14: size before decode=320082 bytes, size after decode=16711680 bytes, type=B, timestamp=0.520 seconds
frame #15: size before decode=20877 bytes, size after decode=16711680 bytes, type=P, timestamp=0.560 seconds
frame #16: size before decode=269030 bytes, size after decode=16711680 bytes, type=B, timestamp=0.600 seconds
frame #17: size before decode=21320 bytes, size after decode=16711680 bytes, type=P, timestamp=0.640 seconds
frame #18: size before decode=269700 bytes, size after decode=16711680 bytes, type=B, timestamp=0.680 seconds
frame #19: size before decode=22935 bytes, size after decode=16711680 bytes, type=P, timestamp=0.720 seconds
frame #20: size before decode=271512 bytes, size after decode=16711680 bytes, type=B, timestamp=0.760 seconds
frame #21: size before decode=22993 bytes, size after decode=16711680 bytes, type=P, timestamp=0.800 seconds
frame #22: size before decode=269875 bytes, size after decode=16711680 bytes, type=B, timestamp=0.840 seconds
frame #23: size before decode=23853 bytes, size after decode=16711680 bytes, type=P, timestamp=0.880 seconds
frame #24: size before decode=266869 bytes, size after decode=16711680 bytes, type=B, timestamp=0.920 seconds
frame #25: size before decode=19680 bytes, size after decode=16711680 bytes, type=P, timestamp=0.960 seconds
frame #26: size before decode=202922 bytes, size after decode=16711680 bytes, type=B, timestamp=1.000 seconds
frame #27: size before decode=21324 bytes, size after decode=16711680 bytes, type=P, timestamp=1.040 seconds
frame #28: size before decode=855605 bytes, size after decode=16711680 bytes, type=B, timestamp=1.080 seconds
frame #29: size before decode=107708 bytes, size after decode=16711680 bytes, type=P, timestamp=1.120 seconds
frame #30: size before decode=15248 bytes, size after decode=16711680 bytes, type=B, timestamp=1.160 seconds
frame #31: size before decode=181653 bytes, size after decode=16711680 bytes, type=B, timestamp=1.200 seconds
frame #32: size before decode=19484 bytes, size after decode=16711680 bytes, type=P, timestamp=1.240 seconds
frame #33: size before decode=196005 bytes, size after decode=16711680 bytes, type=B, timestamp=1.280 seconds
frame #34: size before decode=18373 bytes, size after decode=16711680 bytes, type=P, timestamp=1.320 seconds
frame #35: size before decode=205699 bytes, size after decode=16711680 bytes, type=B, timestamp=1.360 seconds
frame #36: size before decode=18441 bytes, size after decode=16711680 bytes, type=P, timestamp=1.400 seconds
frame #37: size before decode=384612 bytes, size after decode=16711680 bytes, type=B, timestamp=1.440 seconds
frame #38: size before decode=19762 bytes, size after decode=16711680 bytes, type=P, timestamp=1.480 seconds
frame #39: size before decode=242689 bytes, size after decode=16711680 bytes, type=B, timestamp=1.520 seconds
frame #40: size before decode=20686 bytes, size after decode=16711680 bytes, type=P, timestamp=1.560 seconds
frame #41: size before decode=350662 bytes, size after decode=16711680 bytes, type=B, timestamp=1.600 seconds
frame #42: size before decode=17903 bytes, size after decode=16711680 bytes, type=P, timestamp=1.640 seconds
frame #43: size before decode=283604 bytes, size after decode=16711680 bytes, type=B, timestamp=1.680 seconds
frame #44: size before decode=18305 bytes, size after decode=16711680 bytes, type=P, timestamp=1.720 seconds
frame #45: size before decode=324687 bytes, size after decode=16711680 bytes, type=B, timestamp=1.760 seconds
frame #46: size before decode=19694 bytes, size after decode=16711680 bytes, type=P, timestamp=1.800 seconds
frame #47: size before decode=187046 bytes, size after decode=16711680 bytes, type=B, timestamp=1.840 seconds
frame #48: size before decode=18363 bytes, size after decode=16711680 bytes, type=P, timestamp=1.880 seconds
frame #49: size before decode=396570 bytes, size after decode=16711680 bytes, type=B, timestamp=1.920 seconds
frame #50: size before decode=20210 bytes, size after decode=16711680 bytes, type=P, timestamp=1.960 seconds
frame #51: size before decode=198273 bytes, size after decode=16711680 bytes, type=B, timestamp=2.000 seconds
frame #52: size before decode=18070 bytes, size after decode=16711680 bytes, type=P, timestamp=2.040 seconds
