print meta info for videos/12500700_1920_1080_24fps.mp4:
  duration time: 12.62 秒
  file size: 11.12 MB
  frame rate: 24.00 fps
  decoder: H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10

帧类型与大小统计:
frame #1: size before decode=16984 bytes, size after decode=4147200 bytes, type=I, timestamp=0.000 seconds
frame #2: size before decode=46220 bytes, size after decode=4147200 bytes, type=B, timestamp=0.042 seconds
frame #3: size before decode=16551 bytes, size after decode=4147200 bytes, type=P, timestamp=0.083 seconds
frame #4: size before decode=47027 bytes, size after decode=4147200 bytes, type=B, timestamp=0.125 seconds
frame #5: size before decode=15155 bytes, size after decode=4147200 bytes, type=P, timestamp=0.167 seconds
frame #6: size before decode=38763 bytes, size after decode=4147200 bytes, type=B, timestamp=0.208 seconds
frame #7: size before decode=18218 bytes, size after decode=4147200 bytes, type=P, timestamp=0.250 seconds
frame #8: size before decode=49401 bytes, size after decode=4147200 bytes, type=B, timestamp=0.292 seconds
frame #9: size before decode=18283 bytes, size after decode=4147200 bytes, type=P, timestamp=0.333 seconds
frame #10: size before decode=42849 bytes, size after decode=4147200 bytes, type=B, timestamp=0.375 seconds
frame #11: size before decode=17600 bytes, size after decode=4147200 bytes, type=P, timestamp=0.417 seconds
frame #12: size before decode=41871 bytes, size after decode=4147200 bytes, type=B, timestamp=0.458 seconds
frame #13: size before decode=16822 bytes, size after decode=4147200 bytes, type=P, timestamp=0.500 seconds
frame #14: size before decode=43512 bytes, size after decode=4147200 bytes, type=B, timestamp=0.542 seconds
frame #15: size before decode=16397 bytes, size after decode=4147200 bytes, type=P, timestamp=0.583 seconds
frame #16: size before decode=42615 bytes, size after decode=4147200 bytes, type=B, timestamp=0.625 seconds
frame #17: size before decode=15125 bytes, size after decode=4147200 bytes, type=P, timestamp=0.667 seconds
frame #18: size before decode=45111 bytes, size after decode=4147200 bytes, type=B, timestamp=0.708 seconds
frame #19: size before decode=14902 bytes, size after decode=4147200 bytes, type=P, timestamp=0.750 seconds
frame #20: size before decode=41958 bytes, size after decode=4147200 bytes, type=B, timestamp=0.792 seconds
frame #21: size before decode=15134 bytes, size after decode=4147200 bytes, type=P, timestamp=0.833 seconds
frame #22: size before decode=35851 bytes, size after decode=4147200 bytes, type=B, timestamp=0.875 seconds
frame #23: size before decode=14542 bytes, size after decode=4147200 bytes, type=P, timestamp=0.917 seconds
frame #24: size before decode=62045 bytes, size after decode=4147200 bytes, type=B, timestamp=0.958 seconds
frame #25: size before decode=27243 bytes, size after decode=4147200 bytes, type=P, timestamp=1.000 seconds
frame #26: size before decode=15607 bytes, size after decode=4147200 bytes, type=B, timestamp=1.042 seconds
