print meta info for videos/13315366_1280_720_25fps.mp4:
  duration time: 10.32 秒
  file size: 2.39 MB
  frame rate: 25.00 fps
  decoder: H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10

帧类型与大小统计:
frame #1: size before decode=4762 bytes, size after decode=1843200 bytes, type=I, timestamp=0.000 seconds
frame #2: size before decode=2769 bytes, size after decode=1843200 bytes, type=B, timestamp=0.040 seconds
frame #3: size before decode=1851 bytes, size after decode=1843200 bytes, type=B, timestamp=0.080 seconds
frame #4: size before decode=24765 bytes, size after decode=1843200 bytes, type=B, timestamp=0.120 seconds
frame #5: size before decode=4150 bytes, size after decode=1843200 bytes, type=P, timestamp=0.160 seconds
frame #6: size before decode=3069 bytes, size after decode=1843200 bytes, type=B, timestamp=0.200 seconds
frame #7: size before decode=1763 bytes, size after decode=1843200 bytes, type=B, timestamp=0.240 seconds
frame #8: size before decode=26111 bytes, size after decode=1843200 bytes, type=B, timestamp=0.280 seconds
frame #9: size before decode=3692 bytes, size after decode=1843200 bytes, type=P, timestamp=0.320 seconds
frame #10: size before decode=2784 bytes, size after decode=1843200 bytes, type=B, timestamp=0.360 seconds
frame #11: size before decode=1860 bytes, size after decode=1843200 bytes, type=B, timestamp=0.400 seconds
frame #12: size before decode=26638 bytes, size after decode=1843200 bytes, type=B, timestamp=0.440 seconds
frame #13: size before decode=3802 bytes, size after decode=1843200 bytes, type=P, timestamp=0.480 seconds
frame #14: size before decode=2251 bytes, size after decode=1843200 bytes, type=B, timestamp=0.520 seconds
frame #15: size before decode=2194 bytes, size after decode=1843200 bytes, type=B, timestamp=0.560 seconds
frame #16: size before decode=25284 bytes, size after decode=1843200 bytes, type=B, timestamp=0.600 seconds
frame #17: size before decode=3705 bytes, size after decode=1843200 bytes, type=P, timestamp=0.640 seconds
frame #18: size before decode=2545 bytes, size after decode=1843200 bytes, type=B, timestamp=0.680 seconds
frame #19: size before decode=2021 bytes, size after decode=1843200 bytes, type=B, timestamp=0.720 seconds
frame #20: size before decode=27554 bytes, size after decode=1843200 bytes, type=B, timestamp=0.760 seconds
frame #21: size before decode=3726 bytes, size after decode=1843200 bytes, type=P, timestamp=0.800 seconds
frame #22: size before decode=2458 bytes, size after decode=1843200 bytes, type=B, timestamp=0.840 seconds
frame #23: size before decode=2394 bytes, size after decode=1843200 bytes, type=B, timestamp=0.880 seconds
frame #24: size before decode=30232 bytes, size after decode=1843200 bytes, type=B, timestamp=0.920 seconds
frame #25: size before decode=4347 bytes, size after decode=1843200 bytes, type=P, timestamp=0.960 seconds
frame #26: size before decode=2629 bytes, size after decode=1843200 bytes, type=B, timestamp=1.000 seconds
frame #27: size before decode=2642 bytes, size after decode=1843200 bytes, type=B, timestamp=1.040 seconds
frame #28: size before decode=33826 bytes, size after decode=1843200 bytes, type=B, timestamp=1.080 seconds
frame #29: size before decode=4379 bytes, size after decode=1843200 bytes, type=P, timestamp=1.120 seconds
frame #30: size before decode=2613 bytes, size after decode=1843200 bytes, type=B, timestamp=1.160 seconds
frame #31: size before decode=2935 bytes, size after decode=1843200 bytes, type=B, timestamp=1.200 seconds
frame #32: size before decode=34465 bytes, size after decode=1843200 bytes, type=B, timestamp=1.240 seconds
frame #33: size before decode=4899 bytes, size after decode=1843200 bytes, type=P, timestamp=1.280 seconds
frame #34: size before decode=3190 bytes, size after decode=1843200 bytes, type=B, timestamp=1.320 seconds
frame #35: size before decode=2947 bytes, size after decode=1843200 bytes, type=B, timestamp=1.360 seconds
frame #36: size before decode=36766 bytes, size after decode=1843200 bytes, type=B, timestamp=1.400 seconds
frame #37: size before decode=4637 bytes, size after decode=1843200 bytes, type=P, timestamp=1.440 seconds
frame #38: size before decode=2876 bytes, size after decode=1843200 bytes, type=B, timestamp=1.480 seconds
frame #39: size before decode=2737 bytes, size after decode=1843200 bytes, type=B, timestamp=1.520 seconds
frame #40: size before decode=28078 bytes, size after decode=1843200 bytes, type=B, timestamp=1.560 seconds
frame #41: size before decode=4617 bytes, size after decode=1843200 bytes, type=P, timestamp=1.600 seconds
frame #42: size before decode=3456 bytes, size after decode=1843200 bytes, type=B, timestamp=1.640 seconds
frame #43: size before decode=2940 bytes, size after decode=1843200 bytes, type=B, timestamp=1.680 seconds
frame #44: size before decode=26591 bytes, size after decode=1843200 bytes, type=B, timestamp=1.720 seconds
frame #45: size before decode=3809 bytes, size after decode=1843200 bytes, type=P, timestamp=1.760 seconds
frame #46: size before decode=3006 bytes, size after decode=1843200 bytes, type=B, timestamp=1.800 seconds
frame #47: size before decode=2280 bytes, size after decode=1843200 bytes, type=B, timestamp=1.840 seconds
frame #48: size before decode=25676 bytes, size after decode=1843200 bytes, type=B, timestamp=1.880 seconds
frame #49: size before decode=3811 bytes, size after decode=1843200 bytes, type=P, timestamp=1.920 seconds
frame #50: size before decode=2621 bytes, size after decode=1843200 bytes, type=B, timestamp=1.960 seconds
frame #51: size before decode=2599 bytes, size after decode=1843200 bytes, type=B, timestamp=2.000 seconds
frame #52: size before decode=27600 bytes, size after decode=1843200 bytes, type=B, timestamp=2.040 seconds
frame #53: size before decode=4145 bytes, size after decode=1843200 bytes, type=P, timestamp=2.080 seconds
frame #54: size before decode=2937 bytes, size after decode=1843200 bytes, type=B, timestamp=2.120 seconds
frame #55: size before decode=2894 bytes, size after decode=1843200 bytes, type=B, timestamp=2.160 seconds
frame #56: size before decode=30821 bytes, size after decode=1843200 bytes, type=B, timestamp=2.200 seconds
frame #57: size before decode=4697 bytes, size after decode=1843200 bytes, type=P, timestamp=2.240 seconds
frame #58: size before decode=3126 bytes, size after decode=1843200 bytes, type=B, timestamp=2.280 seconds
frame #59: size before decode=2849 bytes, size after decode=1843200 bytes, type=B, timestamp=2.320 seconds
frame #60: size before decode=26134 bytes, size after decode=1843200 bytes, type=B, timestamp=2.360 seconds
frame #61: size before decode=4702 bytes, size after decode=1843200 bytes, type=P, timestamp=2.400 seconds
