print meta info for videos/13849013_1080_1920_25fps.mp4:
  duration time: 37.16 秒
  file size: 64.32 MB
  frame rate: 25.00 fps
  decoder: H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10

帧类型与大小统计:
frame #1: size before decode=8285 bytes, size after decode=4423680 bytes, type=I, timestamp=0.000 seconds
frame #2: size before decode=6758 bytes, size after decode=4423680 bytes, type=B, timestamp=0.040 seconds
frame #3: size before decode=173114 bytes, size after decode=4423680 bytes, type=B, timestamp=0.080 seconds
frame #4: size before decode=14863 bytes, size after decode=4423680 bytes, type=P, timestamp=0.120 seconds
frame #5: size before decode=9489 bytes, size after decode=4423680 bytes, type=B, timestamp=0.160 seconds
frame #6: size before decode=6327 bytes, size after decode=4423680 bytes, type=B, timestamp=0.200 seconds
frame #7: size before decode=224153 bytes, size after decode=4423680 bytes, type=B, timestamp=0.240 seconds
frame #8: size before decode=19033 bytes, size after decode=4423680 bytes, type=P, timestamp=0.280 seconds
frame #9: size before decode=10090 bytes, size after decode=4423680 bytes, type=B, timestamp=0.320 seconds
frame #10: size before decode=7086 bytes, size after decode=4423680 bytes, type=B, timestamp=0.360 seconds
frame #11: size before decode=157514 bytes, size after decode=4423680 bytes, type=B, timestamp=0.400 seconds
frame #12: size before decode=8983 bytes, size after decode=4423680 bytes, type=P, timestamp=0.440 seconds
frame #13: size before decode=6233 bytes, size after decode=4423680 bytes, type=B, timestamp=0.480 seconds
frame #14: size before decode=212437 bytes, size after decode=4423680 bytes, type=B, timestamp=0.520 seconds
frame #15: size before decode=15862 bytes, size after decode=4423680 bytes, type=P, timestamp=0.560 seconds
frame #16: size before decode=8614 bytes, size after decode=4423680 bytes, type=B, timestamp=0.600 seconds
frame #17: size before decode=5850 bytes, size after decode=4423680 bytes, type=B, timestamp=0.640 seconds
frame #18: size before decode=157122 bytes, size after decode=4423680 bytes, type=B, timestamp=0.680 seconds
frame #19: size before decode=6540 bytes, size after decode=4423680 bytes, type=P, timestamp=0.720 seconds
frame #20: size before decode=209641 bytes, size after decode=4423680 bytes, type=B, timestamp=0.760 seconds
frame #21: size before decode=14874 bytes, size after decode=4423680 bytes, type=P, timestamp=0.800 seconds
frame #22: size before decode=8306 bytes, size after decode=4423680 bytes, type=B, timestamp=0.840 seconds
frame #23: size before decode=6096 bytes, size after decode=4423680 bytes, type=B, timestamp=0.880 seconds
frame #24: size before decode=194737 bytes, size after decode=4423680 bytes, type=B, timestamp=0.920 seconds
frame #25: size before decode=16091 bytes, size after decode=4423680 bytes, type=P, timestamp=0.960 seconds
frame #26: size before decode=8458 bytes, size after decode=4423680 bytes, type=B, timestamp=1.000 seconds
frame #27: size before decode=6657 bytes, size after decode=4423680 bytes, type=B, timestamp=1.040 seconds
frame #28: size before decode=252306 bytes, size after decode=4423680 bytes, type=B, timestamp=1.080 seconds
frame #29: size before decode=20687 bytes, size after decode=4423680 bytes, type=P, timestamp=1.120 seconds
frame #30: size before decode=11709 bytes, size after decode=4423680 bytes, type=B, timestamp=1.160 seconds
frame #31: size before decode=7309 bytes, size after decode=4423680 bytes, type=B, timestamp=1.200 seconds
frame #32: size before decode=178681 bytes, size after decode=4423680 bytes, type=B, timestamp=1.240 seconds
frame #33: size before decode=15345 bytes, size after decode=4423680 bytes, type=P, timestamp=1.280 seconds
frame #34: size before decode=7361 bytes, size after decode=4423680 bytes, type=B, timestamp=1.320 seconds
frame #35: size before decode=8507 bytes, size after decode=4423680 bytes, type=B, timestamp=1.360 seconds
frame #36: size before decode=132112 bytes, size after decode=4423680 bytes, type=B, timestamp=1.400 seconds
frame #37: size before decode=7209 bytes, size after decode=4423680 bytes, type=P, timestamp=1.440 seconds
frame #38: size before decode=149097 bytes, size after decode=4423680 bytes, type=B, timestamp=1.480 seconds
frame #39: size before decode=11121 bytes, size after decode=4423680 bytes, type=P, timestamp=1.520 seconds
