print meta info for videos/17577684-hd_1920_1080_30fps.mp4:
  duration time: 16.30 秒
  file size: 11.67 MB
  frame rate: 29.97 fps
  decoder: H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10

帧类型与大小统计:
frame #1: size before decode=3424 bytes, size after decode=4147200 bytes, type=I, timestamp=0.000 seconds
frame #2: size before decode=3669 bytes, size after decode=4147200 bytes, type=B, timestamp=0.033 seconds
frame #3: size before decode=124784 bytes, size after decode=4147200 bytes, type=B, timestamp=0.067 seconds
frame #4: size before decode=5449 bytes, size after decode=4147200 bytes, type=P, timestamp=0.100 seconds
frame #5: size before decode=4892 bytes, size after decode=4147200 bytes, type=B, timestamp=0.133 seconds
frame #6: size before decode=3278 bytes, size after decode=4147200 bytes, type=B, timestamp=0.167 seconds
frame #7: size before decode=84420 bytes, size after decode=4147200 bytes, type=B, timestamp=0.200 seconds
frame #8: size before decode=7801 bytes, size after decode=4147200 bytes, type=P, timestamp=0.234 seconds
frame #9: size before decode=3732 bytes, size after decode=4147200 bytes, type=B, timestamp=0.267 seconds
frame #10: size before decode=3676 bytes, size after decode=4147200 bytes, type=B, timestamp=0.300 seconds
frame #11: size before decode=93394 bytes, size after decode=4147200 bytes, type=B, timestamp=0.334 seconds
frame #12: size before decode=7752 bytes, size after decode=4147200 bytes, type=P, timestamp=0.367 seconds
frame #13: size before decode=4050 bytes, size after decode=4147200 bytes, type=B, timestamp=0.400 seconds
frame #14: size before decode=3362 bytes, size after decode=4147200 bytes, type=B, timestamp=0.434 seconds
frame #15: size before decode=104194 bytes, size after decode=4147200 bytes, type=B, timestamp=0.467 seconds
frame #16: size before decode=8322 bytes, size after decode=4147200 bytes, type=P, timestamp=0.501 seconds
frame #17: size before decode=3728 bytes, size after decode=4147200 bytes, type=B, timestamp=0.534 seconds
frame #18: size before decode=4214 bytes, size after decode=4147200 bytes, type=B, timestamp=0.567 seconds
frame #19: size before decode=78295 bytes, size after decode=4147200 bytes, type=B, timestamp=0.601 seconds
frame #20: size before decode=7654 bytes, size after decode=4147200 bytes, type=P, timestamp=0.634 seconds
frame #21: size before decode=3982 bytes, size after decode=4147200 bytes, type=B, timestamp=0.667 seconds
frame #22: size before decode=3454 bytes, size after decode=4147200 bytes, type=B, timestamp=0.701 seconds
frame #23: size before decode=87641 bytes, size after decode=4147200 bytes, type=B, timestamp=0.734 seconds
frame #24: size before decode=7322 bytes, size after decode=4147200 bytes, type=P, timestamp=0.767 seconds
frame #25: size before decode=3828 bytes, size after decode=4147200 bytes, type=B, timestamp=0.801 seconds
frame #26: size before decode=3316 bytes, size after decode=4147200 bytes, type=B, timestamp=0.834 seconds
frame #27: size before decode=84223 bytes, size after decode=4147200 bytes, type=B, timestamp=0.868 seconds
frame #28: size before decode=8021 bytes, size after decode=4147200 bytes, type=P, timestamp=0.901 seconds
frame #29: size before decode=3734 bytes, size after decode=4147200 bytes, type=B, timestamp=0.934 seconds
frame #30: size before decode=3599 bytes, size after decode=4147200 bytes, type=B, timestamp=0.968 seconds
frame #31: size before decode=85598 bytes, size after decode=4147200 bytes, type=B, timestamp=1.001 seconds
frame #32: size before decode=7246 bytes, size after decode=4147200 bytes, type=P, timestamp=1.034 seconds
frame #33: size before decode=3898 bytes, size after decode=4147200 bytes, type=B, timestamp=1.068 seconds
frame #34: size before decode=3425 bytes, size after decode=4147200 bytes, type=B, timestamp=1.101 seconds
frame #35: size before decode=79018 bytes, size after decode=4147200 bytes, type=B, timestamp=1.134 seconds
frame #36: size before decode=7316 bytes, size after decode=4147200 bytes, type=P, timestamp=1.168 seconds
frame #37: size before decode=3904 bytes, size after decode=4147200 bytes, type=B, timestamp=1.201 seconds
frame #38: size before decode=3271 bytes, size after decode=4147200 bytes, type=B, timestamp=1.235 seconds
frame #39: size before decode=85713 bytes, size after decode=4147200 bytes, type=B, timestamp=1.268 seconds
frame #40: size before decode=7313 bytes, size after decode=4147200 bytes, type=P, timestamp=1.301 seconds
frame #41: size before decode=3948 bytes, size after decode=4147200 bytes, type=B, timestamp=1.335 seconds
frame #42: size before decode=3489 bytes, size after decode=4147200 bytes, type=B, timestamp=1.368 seconds
frame #43: size before decode=49963 bytes, size after decode=4147200 bytes, type=B, timestamp=1.401 seconds
frame #44: size before decode=5505 bytes, size after decode=4147200 bytes, type=P, timestamp=1.435 seconds
frame #45: size before decode=2998 bytes, size after decode=4147200 bytes, type=B, timestamp=1.468 seconds
frame #46: size before decode=3165 bytes, size after decode=4147200 bytes, type=B, timestamp=1.502 seconds
frame #47: size before decode=81901 bytes, size after decode=4147200 bytes, type=B, timestamp=1.535 seconds
frame #48: size before decode=5487 bytes, size after decode=4147200 bytes, type=P, timestamp=1.568 seconds
frame #49: size before decode=3705 bytes, size after decode=4147200 bytes, type=B, timestamp=1.602 seconds
frame #50: size before decode=3065 bytes, size after decode=4147200 bytes, type=B, timestamp=1.635 seconds
frame #51: size before decode=53058 bytes, size after decode=4147200 bytes, type=B, timestamp=1.668 seconds
frame #52: size before decode=6059 bytes, size after decode=4147200 bytes, type=P, timestamp=1.702 seconds
frame #53: size before decode=3283 bytes, size after decode=4147200 bytes, type=B, timestamp=1.735 seconds
frame #54: size before decode=3196 bytes, size after decode=4147200 bytes, type=B, timestamp=1.768 seconds
frame #55: size before decode=75381 bytes, size after decode=4147200 bytes, type=B, timestamp=1.802 seconds
frame #56: size before decode=5820 bytes, size after decode=4147200 bytes, type=P, timestamp=1.835 seconds
frame #57: size before decode=3704 bytes, size after decode=4147200 bytes, type=B, timestamp=1.869 seconds
frame #58: size before decode=2918 bytes, size after decode=4147200 bytes, type=B, timestamp=1.902 seconds
frame #59: size before decode=59492 bytes, size after decode=4147200 bytes, type=B, timestamp=1.935 seconds
frame #60: size before decode=6480 bytes, size after decode=4147200 bytes, type=P, timestamp=1.969 seconds
frame #61: size before decode=3700 bytes, size after decode=4147200 bytes, type=B, timestamp=2.002 seconds
frame #62: size before decode=3378 bytes, size after decode=4147200 bytes, type=B, timestamp=2.035 seconds
frame #63: size before decode=70334 bytes, size after decode=4147200 bytes, type=B, timestamp=2.069 seconds
frame #64: size before decode=6069 bytes, size after decode=4147200 bytes, type=P, timestamp=2.102 seconds
frame #65: size before decode=3832 bytes, size after decode=4147200 bytes, type=B, timestamp=2.135 seconds
frame #66: size before decode=3137 bytes, size after decode=4147200 bytes, type=B, timestamp=2.169 seconds
frame #67: size before decode=65660 bytes, size after decode=4147200 bytes, type=B, timestamp=2.202 seconds
frame #68: size before decode=6768 bytes, size after decode=4147200 bytes, type=P, timestamp=2.236 seconds
frame #69: size before decode=4069 bytes, size after decode=4147200 bytes, type=B, timestamp=2.269 seconds
frame #70: size before decode=3558 bytes, size after decode=4147200 bytes, type=B, timestamp=2.302 seconds
frame #71: size before decode=62498 bytes, size after decode=4147200 bytes, type=B, timestamp=2.336 seconds
frame #72: size before decode=7134 bytes, size after decode=4147200 bytes, type=P, timestamp=2.369 seconds
frame #73: size before decode=3978 bytes, size after decode=4147200 bytes, type=B, timestamp=2.402 seconds
frame #74: size before decode=3648 bytes, size after decode=4147200 bytes, type=B, timestamp=2.436 seconds
frame #75: size before decode=62878 bytes, size after decode=4147200 bytes, type=B, timestamp=2.469 seconds
frame #76: size before decode=4722 bytes, size after decode=4147200 bytes, type=P, timestamp=2.502 seconds
frame #77: size before decode=3331 bytes, size after decode=4147200 bytes, type=B, timestamp=2.536 seconds
frame #78: size before decode=70270 bytes, size after decode=4147200 bytes, type=B, timestamp=2.569 seconds
frame #79: size before decode=7226 bytes, size after decode=4147200 bytes, type=P, timestamp=2.603 seconds
frame #80: size before decode=4203 bytes, size after decode=4147200 bytes, type=B, timestamp=2.636 seconds
frame #81: size before decode=3403 bytes, size after decode=4147200 bytes, type=B, timestamp=2.669 seconds
frame #82: size before decode=54902 bytes, size after decode=4147200 bytes, type=B, timestamp=2.703 seconds
frame #83: size before decode=4701 bytes, size after decode=4147200 bytes, type=P, timestamp=2.736 seconds
frame #84: size before decode=3432 bytes, size after decode=4147200 bytes, type=B, timestamp=2.769 seconds
frame #85: size before decode=66299 bytes, size after decode=4147200 bytes, type=B, timestamp=2.803 seconds
frame #86: size before decode=6261 bytes, size after decode=4147200 bytes, type=P, timestamp=2.836 seconds
