print meta info for videos/13798912_1920_1080_30fps.mp4:
  duration time: 10.00 秒
  file size: 26.85 MB
  frame rate: 30.00 fps
  decoder: H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10

帧类型与大小统计:
frame #1: size before decode=109092 bytes, size after decode=4147200 bytes, type=I, timestamp=0.000 seconds
frame #2: size before decode=81544 bytes, size after decode=4147200 bytes, type=B, timestamp=0.033 seconds
frame #3: size before decode=85136 bytes, size after decode=4147200 bytes, type=B, timestamp=0.067 seconds
frame #4: size before decode=121940 bytes, size after decode=4147200 bytes, type=B, timestamp=0.100 seconds
frame #5: size before decode=97249 bytes, size after decode=4147200 bytes, type=P, timestamp=0.133 seconds
frame #6: size before decode=78330 bytes, size after decode=4147200 bytes, type=B, timestamp=0.167 seconds
frame #7: size before decode=76853 bytes, size after decode=4147200 bytes, type=B, timestamp=0.200 seconds
frame #8: size before decode=133884 bytes, size after decode=4147200 bytes, type=B, timestamp=0.233 seconds
frame #9: size before decode=108609 bytes, size after decode=4147200 bytes, type=P, timestamp=0.267 seconds
frame #10: size before decode=83719 bytes, size after decode=4147200 bytes, type=B, timestamp=0.300 seconds
frame #11: size before decode=86643 bytes, size after decode=4147200 bytes, type=B, timestamp=0.333 seconds
frame #12: size before decode=135829 bytes, size after decode=4147200 bytes, type=B, timestamp=0.367 seconds
frame #13: size before decode=110897 bytes, size after decode=4147200 bytes, type=P, timestamp=0.400 seconds
frame #14: size before decode=89145 bytes, size after decode=4147200 bytes, type=B, timestamp=0.433 seconds
frame #15: size before decode=95433 bytes, size after decode=4147200 bytes, type=B, timestamp=0.467 seconds
frame #16: size before decode=119622 bytes, size after decode=4147200 bytes, type=B, timestamp=0.500 seconds
frame #17: size before decode=104254 bytes, size after decode=4147200 bytes, type=P, timestamp=0.533 seconds
frame #18: size before decode=98177 bytes, size after decode=4147200 bytes, type=B, timestamp=0.567 seconds
frame #19: size before decode=83715 bytes, size after decode=4147200 bytes, type=B, timestamp=0.600 seconds
frame #20: size before decode=119867 bytes, size after decode=4147200 bytes, type=B, timestamp=0.633 seconds
frame #21: size before decode=102838 bytes, size after decode=4147200 bytes, type=P, timestamp=0.667 seconds
frame #22: size before decode=84073 bytes, size after decode=4147200 bytes, type=B, timestamp=0.700 seconds
frame #23: size before decode=85417 bytes, size after decode=4147200 bytes, type=B, timestamp=0.733 seconds
frame #24: size before decode=126020 bytes, size after decode=4147200 bytes, type=B, timestamp=0.767 seconds
frame #25: size before decode=105653 bytes, size after decode=4147200 bytes, type=P, timestamp=0.800 seconds
frame #26: size before decode=87283 bytes, size after decode=4147200 bytes, type=B, timestamp=0.833 seconds
frame #27: size before decode=92067 bytes, size after decode=4147200 bytes, type=B, timestamp=0.867 seconds
frame #28: size before decode=136879 bytes, size after decode=4147200 bytes, type=B, timestamp=0.900 seconds
frame #29: size before decode=106960 bytes, size after decode=4147200 bytes, type=P, timestamp=0.933 seconds
frame #30: size before decode=90167 bytes, size after decode=4147200 bytes, type=B, timestamp=0.967 seconds
frame #31: size before decode=92721 bytes, size after decode=4147200 bytes, type=B, timestamp=1.000 seconds
frame #32: size before decode=135932 bytes, size after decode=4147200 bytes, type=B, timestamp=1.033 seconds
frame #33: size before decode=116188 bytes, size after decode=4147200 bytes, type=P, timestamp=1.067 seconds
frame #34: size before decode=115284 bytes, size after decode=4147200 bytes, type=B, timestamp=1.100 seconds
frame #35: size before decode=105148 bytes, size after decode=4147200 bytes, type=B, timestamp=1.133 seconds
frame #36: size before decode=133642 bytes, size after decode=4147200 bytes, type=B, timestamp=1.167 seconds
frame #37: size before decode=120431 bytes, size after decode=4147200 bytes, type=P, timestamp=1.200 seconds
frame #38: size before decode=116224 bytes, size after decode=4147200 bytes, type=B, timestamp=1.233 seconds
frame #39: size before decode=102931 bytes, size after decode=4147200 bytes, type=B, timestamp=1.267 seconds
frame #40: size before decode=139679 bytes, size after decode=4147200 bytes, type=B, timestamp=1.300 seconds
frame #41: size before decode=127356 bytes, size after decode=4147200 bytes, type=P, timestamp=1.333 seconds
frame #42: size before decode=104594 bytes, size after decode=4147200 bytes, type=B, timestamp=1.367 seconds
frame #43: size before decode=113029 bytes, size after decode=4147200 bytes, type=B, timestamp=1.400 seconds
frame #44: size before decode=140767 bytes, size after decode=4147200 bytes, type=B, timestamp=1.433 seconds
frame #45: size before decode=128530 bytes, size after decode=4147200 bytes, type=P, timestamp=1.467 seconds
frame #46: size before decode=120284 bytes, size after decode=4147200 bytes, type=B, timestamp=1.500 seconds
frame #47: size before decode=110862 bytes, size after decode=4147200 bytes, type=B, timestamp=1.533 seconds
frame #48: size before decode=152301 bytes, size after decode=4147200 bytes, type=B, timestamp=1.567 seconds
frame #49: size before decode=139361 bytes, size after decode=4147200 bytes, type=P, timestamp=1.600 seconds
frame #50: size before decode=129657 bytes, size after decode=4147200 bytes, type=B, timestamp=1.633 seconds
frame #51: size before decode=128632 bytes, size after decode=4147200 bytes, type=B, timestamp=1.667 seconds
frame #52: size before decode=139511 bytes, size after decode=4147200 bytes, type=B, timestamp=1.700 seconds
frame #53: size before decode=152058 bytes, size after decode=4147200 bytes, type=P, timestamp=1.733 seconds
frame #54: size before decode=145846 bytes, size after decode=4147200 bytes, type=B, timestamp=1.767 seconds
frame #55: size before decode=121445 bytes, size after decode=4147200 bytes, type=B, timestamp=1.800 seconds
frame #56: size before decode=148445 bytes, size after decode=4147200 bytes, type=B, timestamp=1.833 seconds
frame #57: size before decode=131110 bytes, size after decode=4147200 bytes, type=P, timestamp=1.867 seconds
frame #58: size before decode=114409 bytes, size after decode=4147200 bytes, type=B, timestamp=1.900 seconds
frame #59: size before decode=119986 bytes, size after decode=4147200 bytes, type=B, timestamp=1.933 seconds
frame #60: size before decode=147456 bytes, size after decode=4147200 bytes, type=B, timestamp=1.967 seconds
frame #61: size before decode=132999 bytes, size after decode=4147200 bytes, type=P, timestamp=2.000 seconds
frame #62: size before decode=128127 bytes, size after decode=4147200 bytes, type=B, timestamp=2.033 seconds
