print meta info for videos/12002299-hd_1280_720_33fps.mp4:
  duration time: 38.04 秒
  file size: 9.56 MB
  frame rate: 33.33 fps
  decoder: H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10

帧类型与大小统计:
frame #1: size before decode=1710 bytes, size after decode=1843200 bytes, type=I, timestamp=0.000 seconds
frame #2: size before decode=1310 bytes, size after decode=1843200 bytes, type=B, timestamp=0.030 seconds
frame #3: size before decode=820 bytes, size after decode=1843200 bytes, type=B, timestamp=0.060 seconds
frame #4: size before decode=3011 bytes, size after decode=1843200 bytes, type=B, timestamp=0.090 seconds
frame #5: size before decode=11758 bytes, size after decode=1843200 bytes, type=P, timestamp=0.120 seconds
frame #6: size before decode=1645 bytes, size after decode=1843200 bytes, type=P, timestamp=0.150 seconds
frame #7: size before decode=1639 bytes, size after decode=1843200 bytes, type=B, timestamp=0.180 seconds
frame #8: size before decode=899 bytes, size after decode=1843200 bytes, type=B, timestamp=0.210 seconds
frame #9: size before decode=11764 bytes, size after decode=1843200 bytes, type=B, timestamp=0.240 seconds
frame #10: size before decode=1284 bytes, size after decode=1843200 bytes, type=P, timestamp=0.270 seconds
frame #11: size before decode=953 bytes, size after decode=1843200 bytes, type=B, timestamp=0.300 seconds
frame #12: size before decode=11479 bytes, size after decode=1843200 bytes, type=B, timestamp=0.330 seconds
frame #13: size before decode=1223 bytes, size after decode=1843200 bytes, type=P, timestamp=0.360 seconds
frame #14: size before decode=1399 bytes, size after decode=1843200 bytes, type=B, timestamp=0.390 seconds
frame #15: size before decode=501 bytes, size after decode=1843200 bytes, type=B, timestamp=0.420 seconds
frame #16: size before decode=10732 bytes, size after decode=1843200 bytes, type=B, timestamp=0.450 seconds
frame #17: size before decode=1312 bytes, size after decode=1843200 bytes, type=P, timestamp=0.480 seconds
frame #18: size before decode=1422 bytes, size after decode=1843200 bytes, type=B, timestamp=0.510 seconds
frame #19: size before decode=586 bytes, size after decode=1843200 bytes, type=B, timestamp=0.540 seconds
frame #20: size before decode=13667 bytes, size after decode=1843200 bytes, type=B, timestamp=0.570 seconds
frame #21: size before decode=1205 bytes, size after decode=1843200 bytes, type=P, timestamp=0.600 seconds
frame #22: size before decode=1419 bytes, size after decode=1843200 bytes, type=B, timestamp=0.630 seconds
frame #23: size before decode=721 bytes, size after decode=1843200 bytes, type=B, timestamp=0.660 seconds
frame #24: size before decode=2473 bytes, size after decode=1843200 bytes, type=B, timestamp=0.690 seconds
frame #25: size before decode=8053 bytes, size after decode=1843200 bytes, type=P, timestamp=0.720 seconds
frame #26: size before decode=868 bytes, size after decode=1843200 bytes, type=P, timestamp=0.750 seconds
frame #27: size before decode=614 bytes, size after decode=1843200 bytes, type=B, timestamp=0.780 seconds
frame #28: size before decode=795 bytes, size after decode=1843200 bytes, type=B, timestamp=0.810 seconds
frame #29: size before decode=8079 bytes, size after decode=1843200 bytes, type=B, timestamp=0.840 seconds
frame #30: size before decode=1523 bytes, size after decode=1843200 bytes, type=P, timestamp=0.870 seconds
frame #31: size before decode=760 bytes, size after decode=1843200 bytes, type=B, timestamp=0.900 seconds
frame #32: size before decode=817 bytes, size after decode=1843200 bytes, type=B, timestamp=0.930 seconds
frame #33: size before decode=10573 bytes, size after decode=1843200 bytes, type=B, timestamp=0.960 seconds
frame #34: size before decode=1387 bytes, size after decode=1843200 bytes, type=P, timestamp=0.990 seconds
frame #35: size before decode=370 bytes, size after decode=1843200 bytes, type=B, timestamp=1.020 seconds
frame #36: size before decode=824 bytes, size after decode=1843200 bytes, type=B, timestamp=1.050 seconds
frame #37: size before decode=12711 bytes, size after decode=1843200 bytes, type=B, timestamp=1.080 seconds
frame #38: size before decode=1984 bytes, size after decode=1843200 bytes, type=P, timestamp=1.110 seconds
frame #39: size before decode=872 bytes, size after decode=1843200 bytes, type=B, timestamp=1.140 seconds
frame #40: size before decode=1610 bytes, size after decode=1843200 bytes, type=B, timestamp=1.170 seconds
frame #41: size before decode=10928 bytes, size after decode=1843200 bytes, type=B, timestamp=1.200 seconds
frame #42: size before decode=1419 bytes, size after decode=1843200 bytes, type=P, timestamp=1.230 seconds
frame #43: size before decode=1203 bytes, size after decode=1843200 bytes, type=B, timestamp=1.260 seconds
frame #44: size before decode=347 bytes, size after decode=1843200 bytes, type=B, timestamp=1.290 seconds
frame #45: size before decode=12681 bytes, size after decode=1843200 bytes, type=B, timestamp=1.320 seconds
frame #46: size before decode=1362 bytes, size after decode=1843200 bytes, type=P, timestamp=1.350 seconds
frame #47: size before decode=1155 bytes, size after decode=1843200 bytes, type=B, timestamp=1.380 seconds
frame #48: size before decode=10600 bytes, size after decode=1843200 bytes, type=B, timestamp=1.410 seconds
frame #49: size before decode=2147 bytes, size after decode=1843200 bytes, type=P, timestamp=1.440 seconds
frame #50: size before decode=1076 bytes, size after decode=1843200 bytes, type=B, timestamp=1.470 seconds
frame #51: size before decode=1424 bytes, size after decode=1843200 bytes, type=B, timestamp=1.500 seconds
frame #52: size before decode=11258 bytes, size after decode=1843200 bytes, type=B, timestamp=1.530 seconds
frame #53: size before decode=1896 bytes, size after decode=1843200 bytes, type=P, timestamp=1.560 seconds
frame #54: size before decode=1428 bytes, size after decode=1843200 bytes, type=B, timestamp=1.590 seconds
frame #55: size before decode=439 bytes, size after decode=1843200 bytes, type=B, timestamp=1.620 seconds
frame #56: size before decode=12966 bytes, size after decode=1843200 bytes, type=B, timestamp=1.650 seconds
frame #57: size before decode=1752 bytes, size after decode=1843200 bytes, type=P, timestamp=1.680 seconds
frame #58: size before decode=1377 bytes, size after decode=1843200 bytes, type=B, timestamp=1.710 seconds
frame #59: size before decode=1221 bytes, size after decode=1843200 bytes, type=B, timestamp=1.740 seconds
frame #60: size before decode=11167 bytes, size after decode=1843200 bytes, type=B, timestamp=1.770 seconds
frame #61: size before decode=1870 bytes, size after decode=1843200 bytes, type=P, timestamp=1.800 seconds
frame #62: size before decode=1267 bytes, size after decode=1843200 bytes, type=B, timestamp=1.830 seconds
frame #63: size before decode=1322 bytes, size after decode=1843200 bytes, type=B, timestamp=1.860 seconds
frame #64: size before decode=1733 bytes, size after decode=1843200 bytes, type=B, timestamp=1.890 seconds
frame #65: size before decode=13118 bytes, size after decode=1843200 bytes, type=P, timestamp=1.920 seconds
frame #66: size before decode=2250 bytes, size after decode=1843200 bytes, type=P, timestamp=1.950 seconds
frame #67: size before decode=1333 bytes, size after decode=1843200 bytes, type=B, timestamp=1.980 seconds
frame #68: size before decode=1376 bytes, size after decode=1843200 bytes, type=B, timestamp=2.010 seconds
frame #69: size before decode=11857 bytes, size after decode=1843200 bytes, type=B, timestamp=2.040 seconds
frame #70: size before decode=2053 bytes, size after decode=1843200 bytes, type=P, timestamp=2.070 seconds
frame #71: size before decode=1633 bytes, size after decode=1843200 bytes, type=B, timestamp=2.100 seconds
frame #72: size before decode=1574 bytes, size after decode=1843200 bytes, type=B, timestamp=2.130 seconds
frame #73: size before decode=12619 bytes, size after decode=1843200 bytes, type=B, timestamp=2.160 seconds
frame #74: size before decode=2603 bytes, size after decode=1843200 bytes, type=P, timestamp=2.190 seconds
frame #75: size before decode=475 bytes, size after decode=1843200 bytes, type=B, timestamp=2.220 seconds
frame #76: size before decode=1753 bytes, size after decode=1843200 bytes, type=B, timestamp=2.250 seconds
frame #77: size before decode=13231 bytes, size after decode=1843200 bytes, type=B, timestamp=2.280 seconds
frame #78: size before decode=2573 bytes, size after decode=1843200 bytes, type=P, timestamp=2.310 seconds
frame #79: size before decode=2239 bytes, size after decode=1843200 bytes, type=B, timestamp=2.340 seconds
frame #80: size before decode=1805 bytes, size after decode=1843200 bytes, type=B, timestamp=2.370 seconds
frame #81: size before decode=11517 bytes, size after decode=1843200 bytes, type=B, timestamp=2.400 seconds
frame #82: size before decode=1877 bytes, size after decode=1843200 bytes, type=P, timestamp=2.430 seconds
frame #83: size before decode=1459 bytes, size after decode=1843200 bytes, type=B, timestamp=2.460 seconds
frame #84: size before decode=318 bytes, size after decode=1843200 bytes, type=B, timestamp=2.490 seconds
frame #85: size before decode=12038 bytes, size after decode=1843200 bytes, type=B, timestamp=2.520 seconds
frame #86: size before decode=1648 bytes, size after decode=1843200 bytes, type=P, timestamp=2.550 seconds
frame #87: size before decode=1361 bytes, size after decode=1843200 bytes, type=B, timestamp=2.580 seconds
frame #88: size before decode=12842 bytes, size after decode=1843200 bytes, type=B, timestamp=2.610 seconds
frame #89: size before decode=2811 bytes, size after decode=1843200 bytes, type=P, timestamp=2.640 seconds
frame #90: size before decode=1870 bytes, size after decode=1843200 bytes, type=B, timestamp=2.670 seconds
frame #91: size before decode=1982 bytes, size after decode=1843200 bytes, type=B, timestamp=2.700 seconds
frame #92: size before decode=10925 bytes, size after decode=1843200 bytes, type=B, timestamp=2.730 seconds
frame #93: size before decode=3149 bytes, size after decode=1843200 bytes, type=P, timestamp=2.760 seconds
frame #94: size before decode=2110 bytes, size after decode=1843200 bytes, type=B, timestamp=2.790 seconds
